,county,picloram
1562,"Millard, Utah",0.0
1563,"Mille lacs county, Minnesota",0.0
1564,"Mille lacs, Minnesota",0.0
1565,"Miller, Arkansas",0.0
1566,"Miller, Missouri",0.0
1567,"Mills, Iowa",0.0
1568,"Mills, Texas",0.0
1569,"Milwaukee, Wisconsin",0.0
1570,"Miner, South Dakota",0.0
1571,"Mineral, Montana",0.0
1572,"Mineral, Nevada",0.0
1573,"Mineral, West Virginia",0.0
1574,"Mingo, West Virginia",0.0
1575,"Minidoka, Idaho",0.0
1576,"Minnehaha, South Dakota",0.0
1577,"Missaukee, Michigan",0.0
1578,"Mississippi, Arkansas",0.0
1579,"Mississippi, Missouri",0.0
1580,"Missoula, Montana",0.0
1581,"Mitchell, Iowa",0.0
1582,"Mitchell, North Carolina",0.0
1583,"Mitchell, Texas",0.0
1584,"Mobile, Alabama",0.0
1585,"Modoc, California",0.0
1586,"Mohave, Arizona",0.0
1587,"Moniteau, Missouri",0.0
1588,"Monmouth, New Jersey",0.0
1589,"Mono, California",0.0
1590,"Monona, Iowa",0.0
1591,"Monongalia, West Virginia",0.0
1592,"Monroe county, Pennsylvania",0.0
1593,"Monroe, Alabama",0.0
1594,"Monroe, Arkansas",0.0
1595,"Monroe, Florida",0.0
1596,"Monroe, Illinois",0.0
1597,"Monroe, Indiana",0.0
1598,"Monroe, Kentucky",0.0
1599,"Monroe, Michigan",0.0
1600,"Monroe, Missouri",0.0
1601,"Monroe, New York",0.0
1602,"Monroe, Ohio",0.0
1603,"Monroe, Pennsylvania",0.0
1604,"Monroe, West Virginia",0.0
1605,"Monroe, Wisconsin",0.0
1606,"Montague, Texas",0.0
1607,"Montcalm, Michigan",0.0
1608,"Monterey, California",0.00559610705596107
1609,"Montgomery county, Pennsylvania",0.0
1610,"Montgomery, Alabama",0.0
1611,"Montgomery, Arkansas",0.0
1612,"Montgomery, Illinois",0.0
1613,"Montgomery, Indiana",0.0
1614,"Montgomery, Iowa",0.0
1615,"Montgomery, Kentucky",0.0
1616,"Montgomery, Maryland",0.0
1617,"Montgomery, Missouri",0.0
1618,"Montgomery, New York",0.0
1619,"Montgomery, North Carolina",0.0
1620,"Montgomery, Ohio",0.0
1621,"Montgomery, Pennsylvania",0.0
1622,"Montgomery, Texas",0.0
1623,"Montgomery, Virginia",0.0
1624,"Montmorency, Michigan",0.0
1625,"Montour, Pennsylvania",0.0
1626,"Moody, South Dakota",0.0
1627,"Moore, North Carolina",0.0
1628,"Moore, Texas",0.0
1629,"Mora, New Mexico",0.0
1630,"Morehouse, Louisiana",0.0
1631,"Morgan, Alabama",0.0
1632,"Morgan, Illinois",0.0
1633,"Morgan, Indiana",0.0
1634,"Morgan, Kentucky",0.0
1635,"Morgan, Missouri",0.0
1636,"Morgan, Utah",0.0
1637,"Morgan, West Virginia",0.0
1638,"Morrill, Nebraska",0.0
1639,"Morris, New Jersey",0.0
1640,"Morrison, Minnesota",0.0
1641,"Morrow, Ohio",0.0
1642,"Morrow, Oregon",0.0
1643,"Morton, North Dakota",0.0
1644,"Moultrie, Illinois",0.0
1645,"Mountrail, North Dakota",0.0
1646,"Mower, Minnesota",0.0
1647,"Muhlenberg, Kentucky",0.0
1648,"Multnomah county, Oregon",0.0
1649,"Multnomah, Oregon",0.0
1650,"Murray, Minnesota",0.0
1651,"Murray, Oklahoma",0.0
1652,"Muscatine, Iowa",0.0
1653,"Muskegon, Michigan",0.0
1654,"Muskingum, Ohio",0.0
1655,"Musselshell, Montana",0.0
1656,"Nacogdoches, Texas",0.0
1657,"Nance, Nebraska",0.0
1658,"Nantucket, Massachusetts",0.0
1659,"Napa, California",0.0
1660,"Nash, North Carolina",0.0
1661,"Nassau, Florida",0.0
1662,"Nassau, New York",0.0
1663,"Natchitoches, Louisiana",0.0
1664,"Natrona, Wyoming",0.0
1665,"Navajo, Arizona",0.0
1666,"Navarro, Texas",0.0
1667,"Nelson, Kentucky",0.0
1668,"Nelson, North Dakota",0.0
1669,"Nelson, Virginia",0.0
1670,"Nemaha, Nebraska",0.0
1671,"Nevada county, Arkansas",0.0
1672,"Nevada, Arkansas",0.0
1673,"Nevada, California",0.0
1674,"New hanover, North Carolina",0.0
1675,"New haven, Connecticut",0.0
1676,"New london, Connecticut",0.001161825726141079
1677,"New madrid, Missouri",0.0
1678,"Newaygo, Michigan",0.0
1679,"Newberry, South Carolina",0.0
1680,"Newport, Rhode Island",0.0
1681,"Newton county, Arkansas",0.0
1682,"Newton, Arkansas",0.0
1683,"Newton, Indiana",0.0
1684,"Newton, Missouri",0.0
1685,"Newton, Texas",0.0
1686,"Nez perce, Idaho",0.0
1687,"Niagara, New York",0.0
1688,"Nicholas, Kentucky",0.0
1689,"Nicholas, West Virginia",0.0
1690,"Nicollet, Minnesota",0.0
1691,"Niobrara, Wyoming",0.0
1692,"Noble, Indiana",0.005263157894736842
1693,"Nobles, Minnesota",0.0
1694,"Nodaway, Missouri",0.0
1695,"Nolan, Texas",0.0
1696,"Norfolk, Massachusetts",0.0
1697,"Norfolk, Virginia",0.0
1698,"North slope, Alaska",0.0
1699,"Northampton county, Pennsylvania",0.0
1700,"Northampton, North Carolina",0.0
1701,"Northampton, Pennsylvania",0.0
1702,"Northampton, Virginia",0.0
1703,"Northumberland, Pennsylvania",0.0
1704,"Northumberland, Virginia",0.0
1705,"Nottoway, Virginia",0.0
1706,"Nuckolls, Nebraska",0.0
1707,"Nueces, Texas",0.0
1708,"Nye, Nevada",0.0
1709,"O'brien, Iowa",0.0
1710,"Oakland, Michigan",0.0
1711,"Obrien, Iowa",0.0
1712,"Ocean, New Jersey",0.0
1713,"Oceana, Michigan",0.0
1714,"Ochiltree, Texas",0.0
1715,"Oconee, South Carolina",0.0
1716,"Oconto, Wisconsin",0.0
1717,"Ogemaw, Michigan",0.0
1718,"Ogle, Illinois",0.0
1719,"Ohio, Indiana",0.0
1720,"Ohio, Kentucky",0.0
1721,"Ohio, West Virginia",0.0
1722,"Okaloosa county, Florida",0.0
1723,"Okaloosa, Florida",0.0
1724,"Okanogan, Washington",0.011120000000000001
1725,"Okeechobee, Florida",0.0
1726,"Oklahoma, Oklahoma",0.0
1727,"Okmulgee, Oklahoma",0.0
1728,"Oldham, Kentucky",0.0
1729,"Oldham, Texas",0.0
1730,"Olmsted, Minnesota",0.0
1731,"Oneida, Idaho",0.0
1732,"Oneida, New York",0.0
1733,"Oneida, Wisconsin",0.0
1734,"Onondaga, New York",0.0
1735,"Onslow, North Carolina",0.0
1736,"Ontario, New York",0.0
1737,"Ontonagon, Michigan",0.0
1738,"Orange, California",0.0
1739,"Orange, Florida",0.0
1740,"Orange, New York",0.0
1741,"Orange, North Carolina",0.0
1742,"Orange, Texas",0.0
1743,"Orange, Vermont",0.0
1744,"Orange, Virginia",0.0
1745,"Orangeburg, South Carolina",0.0
1746,"Oregon, Missouri",0.0
1747,"Orleans, Louisiana",0.0
1748,"Orleans, New York",0.0
1749,"Orleans, Vermont",0.0
1750,"Osage, Missouri",0.0
1751,"Osage, Oklahoma",0.0
1752,"Osceola, Florida",0.0
1753,"Osceola, Iowa",0.0
1754,"Osceola, Michigan",0.0
1755,"Oscoda, Michigan",0.0
1756,"Oswego, New York",0.0
1757,"Otero county, New Mexico",0.0
1758,"Otero, New Mexico",0.0
1759,"Otoe, Nebraska",0.0
1760,"Otsego, Michigan",0.0
1761,"Otsego, New York",0.0
1762,"Ottawa, Michigan",0.0
1763,"Ottawa, Oklahoma",0.0
1764,"Otter tail, Minnesota",0.0
1765,"Ouachita, Arkansas",0.0
1766,"Ouachita, Louisiana",0.0
1767,"Outagamie, Wisconsin",0.0
1768,"Owen, Indiana",0.0
1769,"Owen, Kentucky",0.0
1770,"Owsley, Kentucky",0.0
1771,"Owyhee, Idaho",0.0
1772,"Oxford, Maine",0.0
1773,"Ozark, Missouri",0.0
1774,"Ozaukee, Wisconsin",0.0
1775,"Pacific, Washington",0.0
1776,"Page, Iowa",0.0
1777,"Page, Virginia",0.0
1778,"Palm beach, Florida",0.0
1779,"Palo alto, Iowa",0.0
1780,"Palo pinto, Texas",0.02769230769230769
1781,"Pamlico, North Carolina",0.0
1782,"Panola, Texas",0.0
1783,"Park, Montana",0.0
1784,"Park, Wyoming",0.0
1785,"Parke, Indiana",0.0
1786,"Parker, Texas",0.0
1787,"Parmer, Texas",0.0
1788,"Pasco county, Florida",0.0
1789,"Pasco, Florida",0.0
1790,"Pasquotank, North Carolina",0.0
1791,"Passaic, New Jersey",0.0
1792,"Patrick, Virginia",0.0
1793,"Pawnee, Nebraska",0.0
1794,"Payette, Idaho",0.0
1795,"Payne, Oklahoma",0.0
1796,"Pecos, Texas",0.0
1797,"Pembina, North Dakota",0.0
1798,"Pemiscot, Missouri",0.0
1799,"Pend oreille, Washington",0.0
1800,"Pender, North Carolina",0.0
1801,"Pendleton, Kentucky",0.0
1802,"Pendleton, West Virginia",0.0
1803,"Pennington, Minnesota",0.0
1804,"Pennington, South Dakota",0.0
1805,"Penobscot, Maine",0.0
1806,"Peoria, Illinois",0.0
1807,"Pepin, Wisconsin",0.0
1808,"Perkins, Nebraska",0.0
1809,"Perquimans, North Carolina",0.0
1810,"Perry county, Pennsylvania",0.0
1811,"Perry, Alabama",0.0
1812,"Perry, Arkansas",0.0
1813,"Perry, Illinois",0.0
1814,"Perry, Indiana",0.0
1815,"Perry, Kentucky",0.0
1816,"Perry, Missouri",0.0
1817,"Perry, Pennsylvania",0.0
1818,"Pershing, Nevada",0.0
1819,"Person, North Carolina",0.0
1820,"Petroleum, Montana",0.0
1821,"Pettis, Missouri",0.0
1822,"Phelps, Missouri",0.0
1823,"Phelps, Nebraska",0.0
1824,"Philadelphia, Pennsylvania",0.0
1825,"Phillips, Arkansas",0.0
1826,"Phillips, Montana",0.0
1827,"Piatt, Illinois",0.0
1828,"Pickaway, Ohio",0.0
1829,"Pickens, Alabama",0.0
1830,"Pickens, South Carolina",0.0
1831,"Pierce county, Washington",0.0
1832,"Pierce, Nebraska",0.0
1833,"Pierce, North Dakota",0.0
1834,"Pierce, Washington",0.0
1835,"Pierce, Wisconsin",0.0
1836,"Pike, Alabama",0.0
1837,"Pike, Arkansas",0.0
1838,"Pike, Illinois",0.0
1839,"Pike, Indiana",0.0
1840,"Pike, Kentucky",0.0
1841,"Pike, Missouri",0.0
1842,"Pike, Ohio",0.0
1843,"Pike, Pennsylvania",0.0
1844,"Pima, Arizona",0.00018867924528301886
1845,"Pinal, Arizona",0.0
1846,"Pine, Minnesota",0.0
1847,"Pinellas, Florida",0.0
1848,"Pipestone, Minnesota",0.0
1849,"Piscataquis, Maine",0.0
1850,"Pitt, North Carolina",0.0
1851,"Pittsburg, Oklahoma",0.0
1852,"Pittsylvania, Virginia",0.0
1853,"Piute, Utah",0.0
1854,"Placer, California",0.06481481481481481
1855,"Plaquemines, Louisiana",0.0
1856,"Platte, Missouri",0.0
1857,"Platte, Nebraska",0.0
1858,"Platte, Wyoming",0.0
1859,"Pleasants, West Virginia",0.0
1860,"Plymouth, Iowa",0.0
1861,"Plymouth, Massachusetts",0.0
1862,"Pocahontas, Iowa",0.0
1863,"Pocahontas, West Virginia",0.0
1864,"Poinsett, Arkansas",0.0
1865,"Pointe coupee parish, Louisiana",0.0
1866,"Pointe coupee, Louisiana",0.0
1867,"Polk, Arkansas",0.0
1868,"Polk, Florida",0.0
1869,"Polk, Iowa",0.0
1870,"Polk, Minnesota",0.0
1871,"Polk, Missouri",0.0
1872,"Polk, Nebraska",0.0
1873,"Polk, North Carolina",0.0
1874,"Polk, Oregon",0.0
1875,"Polk, Texas",0.0
1876,"Polk, Wisconsin",0.0
1877,"Pondera, Montana",0.0
1878,"Pontotoc, Oklahoma",0.0
1879,"Pope, Arkansas",0.0
1880,"Pope, Illinois",0.0
1881,"Pope, Minnesota",0.0
1882,"Portage county, Wisconsin",0.0
1883,"Portage, Wisconsin",0.0
1884,"Porter, Indiana",0.0
1885,"Portsmouth, Virginia",0.0
1886,"Posey, Indiana",0.0
1887,"Pottawatomie, Oklahoma",0.0
1888,"Pottawattamie, Iowa",0.0
1889,"Potter, Pennsylvania",0.0
1890,"Potter, Texas",0.0
1891,"Powder river, Montana",0.0
1892,"Powell, Kentucky",0.0
1893,"Powell, Montana",0.0
1894,"Power, Idaho",0.0
1895,"Poweshiek, Iowa",0.0
1896,"Prairie, Arkansas",0.0
1897,"Prairie, Montana",0.0
1898,"Preble, Ohio",0.0
1899,"Presidio, Texas",0.0
1900,"Presque isle, Michigan",0.0
1901,"Preston, West Virginia",0.0
1902,"Price, Wisconsin",0.0
1903,"Prince george's, Maryland",0.0
1904,"Prince george, Virginia",0.0
1905,"Prince georges, Maryland",0.0
1906,"Prince william, Virginia",0.0
1907,"Providence, Rhode Island",0.0
1908,"Pulaski, Arkansas",0.0
1909,"Pulaski, Illinois",0.0
1910,"Pulaski, Indiana",0.0
1911,"Pulaski, Kentucky",0.0
1912,"Pulaski, Missouri",0.0
1913,"Pulaski, Virginia",0.0
1914,"Putnam county, Indiana",0.0
1915,"Putnam, Florida",0.0
1916,"Putnam, Illinois",0.0
1917,"Putnam, Indiana",0.0
1918,"Putnam, Missouri",0.0
1919,"Putnam, New York",0.005952380952380952
1920,"Putnam, Tennessee",0.0
1921,"Putnam, West Virginia",0.0
1922,"Quay, New Mexico",0.0
1923,"Queen anne's, Maryland",0.0
1924,"Racine, Wisconsin",0.0
1925,"Radford, Virginia",0.0
1926,"Rains, Texas",0.0
1927,"Raleigh, West Virginia",0.0
1928,"Ramsey, Minnesota",0.0
1929,"Ramsey, North Dakota",0.0
1930,"Randall, Texas",0.0
1931,"Randolph, Alabama",0.0
1932,"Randolph, Arkansas",0.0
1933,"Randolph, Illinois",0.0
1934,"Randolph, Indiana",0.0
1935,"Randolph, Missouri",0.0
1936,"Randolph, North Carolina",0.0
1937,"Randolph, West Virginia",0.0
1938,"Ransom, North Dakota",0.0
1939,"Rapides, Louisiana",0.0008333333333333334
1940,"Ravalli, Montana",0.0
1941,"Ray, Missouri",0.0
1942,"Real, Texas",0.0
1943,"Red lake, Minnesota",0.0
1944,"Red river, Louisiana",0.0
1945,"Red river, Texas",0.0
1946,"Red willow, Nebraska",0.0
1947,"Redwood, Minnesota",0.0
1948,"Reeves, Texas",0.0
1949,"Refugio, Texas",0.0
1950,"Rensselaer, New York",0.0
1951,"Renville, Minnesota",0.0
1952,"Reynolds, Missouri",0.0
1953,"Rice, Minnesota",0.0
1954,"Rich, Utah",0.0
1955,"Richardson, Nebraska",0.0
1956,"Richland, Illinois",0.0
1957,"Richland, Louisiana",0.0
1958,"Richland, Montana",0.005555555555555556
1959,"Richland, North Dakota",0.0
1960,"Richland, Ohio",0.0
1961,"Richland, South Carolina",0.0
1962,"Richland, Wisconsin",0.0
1963,"Richmond, North Carolina",0.0
1964,"Richmond, Virginia",0.0
1965,"Rio arriba, New Mexico",0.0
1966,"Ripley, Indiana",0.0
1967,"Ripley, Missouri",0.0
1968,"Ritchie, West Virginia",0.0
1969,"Riverside, California",0.0
1970,"Roane, West Virginia",0.0
1971,"Roanoke, Virginia",0.0
1972,"Roberts, South Dakota",0.0
1973,"Robertson, Texas",0.0
1974,"Robeson, North Carolina",0.0
1975,"Rock island, Illinois",0.0
1976,"Rock, Minnesota",0.0
1977,"Rock, Nebraska",0.0
1978,"Rock, Wisconsin",0.0
1979,"Rockbridge, Virginia",0.0
1980,"Rockcastle, Kentucky",0.0
1981,"Rockingham, New Hampshire",0.0
1982,"Rockingham, North Carolina",0.0
1983,"Rockingham, Virginia",0.0
1984,"Rockland, New York",0.0
1985,"Roger mills, Oklahoma",0.0
1986,"Rogers, Oklahoma",0.0
1987,"Rolette, North Dakota",0.0
1988,"Roosevelt, Montana",0.0
1989,"Roosevelt, New Mexico",0.0
1990,"Roscommon, Michigan",0.0
1991,"Roseau, Minnesota",0.0
1992,"Rosebud, Montana",0.0
1993,"Ross, Ohio",0.0
1994,"Rowan county, North Carolina",0.0
1995,"Rowan, Kentucky",0.0
1996,"Rowan, North Carolina",0.0
1997,"Runnels, Texas",0.0
1998,"Rush, Indiana",0.0
1999,"Rusk, Texas",0.0
2000,"Rusk, Wisconsin",0.0
2001,"Russell, Alabama",0.0
2002,"Russell, Kentucky",0.0
2003,"Russell, Virginia",0.0
2004,"Rutherford, North Carolina",0.0
2005,"Rutland, Vermont",0.0
2006,"Sabine, Louisiana",0.0
2007,"Sabine, Texas",0.0
2008,"Sac, Iowa",0.0
2009,"Sacramento county, California",0.0
2010,"Sacramento, California",0.0
2011,"Sagadahoc, Maine",0.0
2012,"Saginaw, Michigan",0.0
2013,"Saint bernard, Louisiana",0.0
2014,"Saint charles, Missouri",0.0
2015,"Saint clair, Michigan",0.0
2016,"Saint francois, Missouri",0.0
2017,"Saint james, Louisiana",0.0
2018,"Saint joseph, Michigan",0.0
2019,"Saint landry, Louisiana",0.0
2020,"Saint lawrence, New York",0.0
2021,"Saint louis, Minnesota",0.0
2022,"Saint louis, Missouri",0.0
2023,"Saint marys, Maryland",0.0
2024,"Saint tammany, Louisiana",0.0
2025,"Salem, New Jersey",0.0
2026,"Salem, Virginia",0.0
2027,"Saline county, Arkansas",0.0
2028,"Saline, Arkansas",0.0
2029,"Saline, Illinois",0.0
2030,"Saline, Missouri",0.0
2031,"Saline, Nebraska",0.0
2032,"Salt lake, Utah",0.0
2033,"Saluda, South Carolina",0.0
2034,"Sampson, North Carolina",0.0
2035,"San augustine, Texas",0.0
2036,"San benito, California",0.0
2037,"San bernardino county, California",0.0
2038,"San bernardino, California",0.0
2039,"San diego county, California",0.0
2040,"San diego, California",0.0
2041,"San francisco, California",0.0
2042,"San jacinto, Texas",0.0
2043,"San joaquin, California",0.0
2044,"San juan, New Mexico",0.0
2045,"San juan, Utah",0.0
2046,"San juan, Washington",0.0
2047,"San luis obispo, California",0.0
2048,"San mateo, California",0.0
2049,"San miguel, New Mexico",0.0
2050,"San patricio, Texas",0.0
2051,"San saba, Texas",0.0
2052,"Sanborn, South Dakota",0.0
2053,"Sanders, Montana",0.11521739130434784
2054,"Sandoval, New Mexico",0.0
2055,"Sandusky, Ohio",0.0
2056,"Sangamon, Illinois",0.0
2057,"Sanilac, Michigan",0.0
2058,"Sanpete, Utah",0.0
2059,"Santa barbara, California",0.0
2060,"Santa clara, California",0.0
2061,"Santa cruz, Arizona",0.0
2062,"Santa cruz, California",0.0
2063,"Santa fe, New Mexico",0.0
2064,"Santa rosa county, Florida",0.0
2065,"Santa rosa, Florida",0.0
2066,"Sarasota, Florida",0.0
2067,"Saratoga, New York",0.0
2068,"Sargent, North Dakota",0.0
2069,"Sarpy, Nebraska",0.0
2070,"Sauk, Wisconsin",0.0
2071,"Saunders, Nebraska",0.0
2072,"Sawyer, Wisconsin",0.0
2073,"Schenectady, New York",0.0
2074,"Schoharie, New York",0.0
2075,"Schoolcraft, Michigan",0.0
2076,"Schuyler, Illinois",0.0
2077,"Schuyler, New York",0.0
2078,"Schuylkill, Pennsylvania",0.0
2079,"Scotland, Missouri",0.0
2080,"Scotland, North Carolina",0.0
2081,"Scott, Arkansas",0.0
2082,"Scott, Illinois",0.0
2083,"Scott, Indiana",0.0
2084,"Scott, Iowa",0.0
2085,"Scott, Kentucky",0.0
2086,"Scott, Minnesota",0.0
2087,"Scott, Missouri",0.0
2088,"Scott, Virginia",0.0
2089,"Scotts bluff, Nebraska",0.0
2090,"Searcy, Arkansas",0.0
2091,"Sebastian, Arkansas",0.0
2092,"Seminole county, Florida",0.0
2093,"Seminole, Florida",0.0
2094,"Seneca, New York",0.0
2095,"Seneca, Ohio",0.0
2096,"Sevier, Arkansas",0.0
2097,"Sevier, Utah",0.0
2098,"Seward, Nebraska",0.0
2099,"Shackelford, Texas",0.0
2100,"Shannon, Missouri",0.0
2101,"Shannon, South Dakota",0.0
2102,"Sharp county, Arkansas",0.0
2103,"Sharp, Arkansas",0.0
2104,"Shasta, California",0.0
2105,"Shawano, Wisconsin",0.0
2106,"Sheboygan, Wisconsin",0.0
2107,"Shelby, Alabama",0.016666666666666666
2108,"Shelby, Illinois",0.0
2109,"Shelby, Indiana",0.0
2110,"Shelby, Iowa",0.0
2111,"Shelby, Kentucky",0.0
2112,"Shelby, Missouri",0.0
2113,"Shelby, Ohio",0.0
2114,"Shelby, Tennessee",0.0
2115,"Shelby, Texas",0.0
2116,"Shenandoah, Virginia",0.0
2117,"Sherburne, Minnesota",0.0
2118,"Sheridan, Montana",0.0
2119,"Sheridan, Nebraska",0.0
2120,"Sheridan, North Dakota",0.0
2121,"Sheridan, Wyoming",0.0
2122,"Sherman, Nebraska",0.0
2123,"Sherman, Oregon",0.0
2124,"Shiawassee, Michigan",0.0
2125,"Shoshone, Idaho",0.0
2126,"Sibley, Minnesota",0.0
2127,"Sierra, New Mexico",0.0
2128,"Silver bow, Montana",0.0
2129,"Silverbow, Montana",0.0
2130,"Simpson, Kentucky",0.0
2131,"Sioux, Iowa",0.0
2132,"Sioux, Nebraska",0.0
2133,"Sioux, North Dakota",0.0
2134,"Skagit, Washington",0.0
2135,"Skamania, Washington",0.0
2136,"Slope, North Dakota",0.0
2137,"Smith, Texas",0.0
2138,"Smyth, Virginia",0.0
2139,"Snohomish, Washington",0.0
2140,"Snyder county, Pennsylvania",0.0
2141,"Snyder, Pennsylvania",0.0
2142,"Socorro, New Mexico",0.0
2143,"Solano, California",0.0
2144,"Somerset county, Pennsylvania",0.0
2145,"Somerset, Maine",0.0
2146,"Somerset, Maryland",0.0
2147,"Somerset, New Jersey",0.0
2148,"Somerset, Pennsylvania",0.0
2149,"Somervell, Texas",0.0
2150,"Sonoma, California",0.0
2151,"Southampton, Virginia",0.0
2152,"Southeast fairbanks, Alaska",0.0
2153,"Spartanburg, South Carolina",0.0
2154,"Spencer, Indiana",0.0
2155,"Spink county, South Dakota",0.0
2156,"Spokane, Washington",0.045492227979274616
2157,"Spotsylvania, Virginia",0.0
2158,"St clair, Alabama",0.0
2159,"St helena, Louisiana",0.0
2160,"St joseph, Indiana",0.0
2161,"St landry, Louisiana",0.0
2162,"St lawrence, New York",0.0
2163,"St louis, Missouri",0.0
2164,"St mary's, Maryland",0.0
2165,"St tammany, Louisiana",0.0
2166,"St. bernard, Louisiana",0.0
2167,"St. charles, Louisiana",0.0
2168,"St. charles, Missouri",0.0
2169,"St. clair county, Missouri",0.0
2170,"St. clair, Alabama",0.0
2171,"St. clair, Illinois",0.0
2172,"St. clair, Michigan",0.0
2173,"St. clair, Missouri",0.0
2174,"St. croix, Wisconsin",0.0
2175,"St. francis, Arkansas",0.0
2176,"St. francois, Missouri",0.0
2177,"St. helena, Louisiana",0.0
2178,"St. james, Louisiana",0.0
2179,"St. john the baptist parish, Louisiana",0.0
2180,"St. john the baptist, Louisiana",0.0
2181,"St. johns, Florida",0.0006016260162601626
2182,"St. joseph county, Indiana",0.0
2183,"St. joseph, Indiana",0.0
2184,"St. joseph, Michigan",0.0
2185,"St. landry, Louisiana",0.0
2186,"St. lawrence, New York",0.0
2187,"St. louis city, Missouri",0.0
2188,"St. louis, Minnesota",0.0
2189,"St. louis, Missouri",0.0
2190,"St. lucie, Florida",0.0
2191,"St. martin parish, Louisiana",0.0
2192,"St. martin, Louisiana",0.0
2193,"St. mary parish, Louisiana",0.0
2194,"St. mary's county, Maryland",0.0
2195,"St. mary's, Maryland",0.0
2196,"St. mary, Louisiana",0.0
2197,"St. tammany parish, Louisiana",0.0
2198,"St. tammany, Louisiana",0.0
2199,"Stafford, Virginia",0.0
2200,"Stanislaus, California",0.0
2201,"Stanly, North Carolina",0.0
2202,"Stanton, Nebraska",0.0
2203,"Stark, Illinois",0.0
2204,"Stark, North Dakota",0.0
2205,"Stark, Ohio",0.0
2206,"Starke, Indiana",0.0
2207,"Starr, Texas",0.0
2208,"Staunton, Virginia",0.0
2209,"Ste. genevieve, Missouri",0.0
2210,"Stearns, Minnesota",0.0
2211,"Steele, Minnesota",0.0
2212,"Stephens, Texas",0.0
2213,"Stephenson, Illinois",0.0
2214,"Steuben, Indiana",0.0
2215,"Steuben, New York",0.0
2216,"Stevens, Minnesota",0.0
2217,"Stevens, Washington",0.0
2218,"Stillwater, Montana",0.0
2219,"Stoddard, Missouri",0.0
2220,"Stokes, North Carolina",0.0
2221,"Stone, Arkansas",0.0
2222,"Stone, Missouri",0.0
2223,"Stonewall, Texas",0.0
2224,"Storey, Nevada",0.0
2225,"Story, Iowa",0.0
2226,"Strafford, New Hampshire",0.0
2227,"Stutsman, North Dakota",0.0
2228,"Sublette, Wyoming",0.0
2229,"Suffolk city, Virginia",0.0
2230,"Suffolk, Massachusetts",0.0
2231,"Suffolk, Virginia",0.0
2232,"Sullivan, Indiana",0.0
2233,"Sullivan, Missouri",0.0
2234,"Sullivan, New Hampshire",0.0
2235,"Sullivan, New York",0.0
2236,"Sullivan, Pennsylvania",0.0
2237,"Summers, West Virginia",0.0
2238,"Summit, Ohio",0.0
2239,"Summit, Utah",0.0
2240,"Sumter, Alabama",0.0
2241,"Sumter, Florida",0.0
2242,"Sumter, South Carolina",0.0
2243,"Surry, North Carolina",0.0
2244,"Surry, Virginia",0.0
2245,"Susquehanna, Pennsylvania",0.0
2246,"Sussex, New Jersey",0.0
2247,"Sutter, California",0.0
2248,"Sutton, Texas",0.0
2249,"Suwannee, Florida",0.0
2250,"Swain, North Carolina",0.0
2251,"Sweet grass, Montana",0.0
2252,"Sweetwater county, Wyoming",0.0
2253,"Sweetwater, Wyoming",0.0
2254,"Swift county, Minnesota",0.0
2255,"Swift, Minnesota",0.0
2256,"Swisher, Texas",0.0
2257,"Switzerland, Indiana",0.0
2258,"Talbot, Maryland",0.0
2259,"Talladega, Alabama",0.0
2260,"Tallapoosa, Alabama",0.0
2261,"Tama, Iowa",0.0
2262,"Taney, Missouri",0.0
2263,"Tangipahoa parish, Louisiana",0.0
2264,"Tangipahoa, Louisiana",0.0
2265,"Taos, New Mexico",0.0
2266,"Tarrant, Texas",0.006818181818181818
2267,"Taylor, Florida",0.0
2268,"Taylor, Kentucky",0.0
2269,"Taylor, Texas",0.0
2270,"Taylor, West Virginia",0.0
2271,"Taylor, Wisconsin",0.0
2272,"Tazewell, Illinois",0.0
2273,"Tazewell, Virginia",0.0
2274,"Tensas, Louisiana",0.0
2275,"Terrebonne, Louisiana",0.0
2276,"Terry, Texas",0.0
2277,"Teton, Idaho",0.0
2278,"Teton, Montana",0.0
2279,"Teton, Wyoming",0.0
2280,"Texas, Missouri",0.0
2281,"Texas, Oklahoma",0.0
2282,"Thayer, Nebraska",0.0
2283,"Thomas, Nebraska",0.0
2284,"Throckmorton, Texas",0.0
2285,"Thurston, Nebraska",0.0
2286,"Thurston, Washington",0.002008032128514056
2287,"Tillamook county, Oregon",0.0
2288,"Tillamook, Oregon",0.0
2289,"Tillman, Oklahoma",0.0
2290,"Tioga county, Pennsylvania",0.0
2291,"Tioga, New York",0.0
2292,"Tioga, Pennsylvania",0.0
2293,"Tippecanoe, Indiana",0.0
2294,"Tipton, Indiana",0.0
2295,"Titus, Texas",0.0
2296,"Todd, Kentucky",0.0
2297,"Todd, Minnesota",0.0
2298,"Todd, South Dakota",0.0
2299,"Tolland, Connecticut",0.0
2300,"Tom green, Texas",0.0
2301,"Tompkins, New York",0.0
2302,"Tooele, Utah",0.0
2303,"Toole, Montana",0.0
2304,"Torrance, New Mexico",0.0
2305,"Towner, North Dakota",0.0
2306,"Traill, North Dakota",0.0
2307,"Transylvania, North Carolina",0.0
2308,"Traverse, Minnesota",0.0
2309,"Travis, Texas",0.0033898305084745766
2310,"Treasure, Montana",0.0
2311,"Trempealeau, Wisconsin",0.0
2312,"Trigg, Kentucky",0.0
2313,"Trimble, Kentucky",0.0
