,county,oxamyl
802,"Glades, Florida",0.0
803,"Gladwin, Michigan",0.0
804,"Glenn, California",0.0
805,"Gloucester, New Jersey",0.0
806,"Gogebic, Michigan",0.0
807,"Golden valley, Montana",0.0
808,"Goliad, Texas",0.0
809,"Gonzales, Texas",0.0
810,"Goodhue, Minnesota",0.0
811,"Gooding, Idaho",0.0
812,"Goshen, Wyoming",0.0
813,"Gosper, Nebraska",0.0
814,"Grady, Oklahoma",0.0
815,"Grafton, New Hampshire",0.0
816,"Graham county, Arizona",0.0
817,"Graham, Arizona",0.0
818,"Graham, North Carolina",0.0
819,"Grand isle, Vermont",0.0
820,"Grand traverse, Michigan",0.0
821,"Grand, Utah",0.0
822,"Granite, Montana",0.0
823,"Grant, Arkansas",0.0
824,"Grant, Indiana",0.0
825,"Grant, Kansas",0.0
826,"Grant, Kentucky",0.0
827,"Grant, Louisiana",0.0
828,"Grant, Minnesota",0.0
829,"Grant, Nebraska",0.0
830,"Grant, New Mexico",0.0
831,"Grant, North Dakota",0.0
832,"Grant, Oklahoma",0.0
833,"Grant, Oregon",0.0
834,"Grant, South Dakota",0.0
835,"Grant, Washington",0.0
836,"Grant, West Virginia",0.0
837,"Grant, Wisconsin",0.0
838,"Granville, North Carolina",0.0
839,"Gratiot, Michigan",0.0
840,"Graves, Kentucky",0.0
841,"Gray, Texas",0.0
842,"Grays harbor, Washington",0.0
843,"Grayson, Kentucky",0.0
844,"Grayson, Texas",0.0
845,"Grayson, Virginia",0.0
846,"Greeley, Nebraska",0.0
847,"Green lake, Wisconsin",0.0
848,"Green, Kentucky",0.0
849,"Green, Wisconsin",0.0
850,"Greenbrier, West Virginia",0.0
851,"Greene, Alabama",0.0
852,"Greene, Arkansas",0.0
853,"Greene, Illinois",0.0
854,"Greene, Indiana",0.0
855,"Greene, Missouri",0.0
856,"Greene, New York",0.0
857,"Greene, North Carolina",0.0
858,"Greene, Ohio",0.0
859,"Greene, Pennsylvania",0.0
860,"Greene, Virginia",0.0
861,"Greenlee, Arizona",0.0
862,"Greensville, Virginia",0.0
863,"Greenup, Kentucky",0.0
864,"Greenville, South Carolina",0.0
865,"Greenwood, South Carolina",0.0
866,"Greer, Oklahoma",0.0
867,"Gregg, Texas",0.0
868,"Gregory, South Dakota",0.0
869,"Grimes, Texas",0.0
870,"Grundy, Illinois",0.0
871,"Grundy, Missouri",0.0
872,"Guadalupe, New Mexico",0.0
873,"Guadalupe, Texas",0.0
874,"Guilford, North Carolina",0.0
875,"Guillford, North Carolina",0.0
876,"Gulf, Florida",0.0
877,"Hale, Alabama",0.0
878,"Hale, Texas",0.0
879,"Halifax, North Carolina",0.0
880,"Halifax, Virginia",0.0
881,"Hall, Nebraska",0.0
882,"Hall, Texas",0.0
883,"Hamilton, Florida",0.0
884,"Hamilton, Indiana",0.0
885,"Hamilton, Nebraska",0.0
886,"Hamilton, New York",0.0
887,"Hamilton, Ohio",0.0
888,"Hamilton, Tennessee",0.0
889,"Hamilton, Texas",0.0
890,"Hamlin, South Dakota",0.0
891,"Hampden, Massachusetts",0.0
892,"Hampshire, Massachusetts",0.0
893,"Hampshire, West Virginia",0.0
894,"Hampton, South Carolina",0.0
895,"Hancock, Illinois",0.0
896,"Hancock, Indiana",0.0
897,"Hancock, Kentucky",0.0
898,"Hancock, Maine",0.0
899,"Hancock, West Virginia",0.0
900,"Hanover, Virginia",0.0
901,"Hansford, Texas",0.0
902,"Hardee, Florida",0.0
903,"Hardeman, Texas",0.0
904,"Hardin, Illinois",0.0
905,"Hardin, Kentucky",0.0
906,"Hardin, Texas",0.0
907,"Harding, New Mexico",0.0
908,"Hardy, West Virginia",0.0
909,"Harford county, Maryland",0.0
910,"Harford, Maryland",0.0
911,"Harlan, Kentucky",0.0
912,"Harlan, Nebraska",0.0
913,"Harnett, North Carolina",0.0
914,"Harney, Oregon",0.0
915,"Harper, Oklahoma",0.0
916,"Harris, Texas",0.0
917,"Harrison, Indiana",0.0
918,"Harrison, Kentucky",0.0
919,"Harrison, Missouri",0.0
920,"Harrison, Texas",0.0
921,"Harrison, West Virginia",0.0
922,"Harrisonburg, Virginia",0.0
923,"Hart, Kentucky",0.0
924,"Hartford, Connecticut",0.0
925,"Haskell, Texas",0.0
926,"Hawaii, Hawaii",0.0
927,"Hawkins, Tennessee",0.0
928,"Hayes, Nebraska",0.0
929,"Hays, Texas",0.0
930,"Haywood, North Carolina",0.0
931,"Hemphill, Texas",0.0
932,"Hempstead, Arkansas",0.0
933,"Henderson, Illinois",0.0
934,"Henderson, Kentucky",0.0
935,"Henderson, North Carolina",0.0
936,"Henderson, Texas",0.0
937,"Hendricks, Indiana",0.0
938,"Hendry, Florida",0.0
939,"Hennepin, Minnesota",0.0
940,"Henrico, Virginia",0.0
941,"Henry, Alabama",0.0
942,"Henry, Illinois",0.0
943,"Henry, Indiana",0.0
944,"Henry, Kentucky",0.0
945,"Henry, Missouri",0.0
946,"Henry, Ohio",0.0
947,"Henry, Virginia",0.0
948,"Herkimer, New York",0.0
949,"Hernando, Florida",0.0
950,"Hertford, North Carolina",0.0
951,"Hickman, Kentucky",0.0
952,"Hickory, Missouri",0.0
953,"Hidalgo, New Mexico",0.0
954,"Hidalgo, Texas",0.0
955,"Highland, Ohio",0.0
956,"Highlands, Florida",0.0
957,"Hill, Montana",0.0
958,"Hill, Texas",0.0
959,"Hills, Florida",0.0029702970297029703
960,"Hills, New Hampshire",0.0
961,"Hillsborough county, Florida",0.0
962,"Hillsborough county, New Hampshire",0.0
963,"Hillsborough, Florida",0.0
964,"Hillsborough, New Hampshire",0.0
965,"Hillsdale, Michigan",0.0
966,"Hitchcock, Nebraska",0.0
967,"Hocking, Ohio",0.0
968,"Hockley, Texas",0.0
969,"Hoke, North Carolina",0.0
970,"Holmes, Florida",0.0
971,"Holmes, Ohio",0.0
972,"Holt, Missouri",0.0
973,"Holt, Nebraska",0.0
974,"Honolulu, Hawaii",0.0
975,"Hood river, Oregon",0.0
976,"Hood, Texas",0.0
977,"Hooker, Nebraska",0.0
978,"Hopewell, Virginia",0.0
979,"Hopkins, Kentucky",0.0
980,"Hopkins, Texas",0.0
981,"Horry, South Carolina",0.0
982,"Hot spring, Arkansas",0.0
983,"Hot springs, Wyoming",0.0
984,"Houghton, Michigan",0.0
985,"Houston, Alabama",0.0
986,"Houston, Minnesota",0.0
987,"Houston, Texas",0.0
988,"Howard, Arkansas",0.0
989,"Howard, Indiana",0.0
990,"Howard, Maryland",0.0
991,"Howard, Missouri",0.0
992,"Howard, Nebraska",0.0
993,"Howard, Texas",0.0
994,"Howell, Missouri",0.0
995,"Hubbard, Minnesota",0.0
996,"Hudson, New Jersey",0.0
997,"Hughes, Oklahoma",0.0
998,"Hughes, South Dakota",0.0
999,"Humboldt, Nevada",0.0
1000,"Hunt, Texas",0.0
1001,"Hunterdon, New Jersey",0.0
1002,"Huntingdon, Pennsylvania",0.0
1003,"Huntington, Indiana",0.0
1004,"Huron, Michigan",0.0
1005,"Huron, Ohio",0.0
1006,"Hutchinson, Texas",0.0
1007,"Hyde, North Carolina",0.0
1008,"Iberia parish, Louisiana",0.0
1009,"Iberia, Louisiana",0.0
1010,"Iberville, Louisiana",0.0
1011,"Idaho, Idaho",0.0
1012,"Imperial, California",0.0
1013,"Independence, Arkansas",0.0
1014,"Indian river, Florida",0.0
1015,"Indiana, Pennsylvania",0.0
1016,"Ingham, Michigan",0.0
1017,"Inyo, California",0.0
1018,"Ionia, Michigan",0.0
1019,"Iosco, Michigan",0.0
1020,"Iowa, Wisconsin",0.0
1021,"Iredell, North Carolina",0.0
1022,"Iron, Michigan",0.0
1023,"Iron, Missouri",0.0
1024,"Iron, Utah",0.0
1025,"Iron, Wisconsin",0.0
1026,"Iroquois, Illinois",0.0
1027,"Isabella, Michigan",0.0
1028,"Isanti, Minnesota",0.0
1029,"Island, Washington",0.0
1030,"Itasca, Minnesota",0.0
1031,"Izard, Arkansas",0.0
1032,"Jack, Texas",0.0
1033,"Jackson county, Florida",0.0
1034,"Jackson, Alabama",0.0
1035,"Jackson, Arkansas",0.0
1036,"Jackson, Florida",0.0
1037,"Jackson, Illinois",0.0
1038,"Jackson, Indiana",0.0
1039,"Jackson, Kentucky",0.0
1040,"Jackson, Louisiana",0.0
1041,"Jackson, Michigan",0.0
1042,"Jackson, Minnesota",0.0
1043,"Jackson, Missouri",0.0
1044,"Jackson, North Carolina",0.002180851063829787
1045,"Jackson, Oregon",0.0
1046,"Jackson, Texas",0.0
1047,"Jackson, West Virginia",0.0
1048,"Jackson, Wisconsin",0.0
1049,"James city, Virginia",0.0
1050,"Jasper county, Missouri",0.0
1051,"Jasper, Illinois",0.0
1052,"Jasper, Indiana",0.0
1053,"Jasper, Missouri",0.0
1054,"Jasper, South Carolina",0.0
1055,"Jasper, Texas",0.0
1056,"Jay, Indiana",0.0
1057,"Jefferson county, Florida",0.0
1058,"Jefferson county, Pennsylvania",0.0
1059,"Jefferson davis, Louisiana",0.0
1060,"Jefferson, Alabama",0.0
1061,"Jefferson, Arkansas",0.0
1062,"Jefferson, Florida",0.0
1063,"Jefferson, Idaho",0.0
1064,"Jefferson, Indiana",0.0
1065,"Jefferson, Kentucky",0.0
1066,"Jefferson, Louisiana",0.0
1067,"Jefferson, Missouri",0.0
1068,"Jefferson, Montana",0.0
1069,"Jefferson, Nebraska",0.0
1070,"Jefferson, New York",0.0
1071,"Jefferson, Oklahoma",0.0
1072,"Jefferson, Oregon",0.0
1073,"Jefferson, Pennsylvania",0.0
1074,"Jefferson, Texas",0.0
1075,"Jefferson, Washington",0.0
1076,"Jefferson, West Virginia",0.0
1077,"Jefferson, Wisconsin",0.0
1078,"Jennings, Indiana",0.0
1079,"Jerome, Idaho",0.0
1080,"Jersey, Illinois",0.0
1081,"Jessamine, Kentucky",0.0
1082,"Jim hogg, Texas",0.0
1083,"Jim wells, Texas",0.0
1084,"Jo daviess, Illinois",0.0
1085,"Johnson, Arkansas",0.0
1086,"Johnson, Illinois",0.0
1087,"Johnson, Indiana",0.0
1088,"Johnson, Kansas",0.0
1089,"Johnson, Kentucky",0.0
1090,"Johnson, Missouri",0.0
1091,"Johnson, Nebraska",0.0
1092,"Johnson, Texas",0.0
1093,"Johnson, Wyoming",0.0
1094,"Johnston, North Carolina",0.0
1095,"Jones, North Carolina",0.0
1096,"Jones, Texas",0.0
1097,"Josephine, Oregon",0.0
1098,"Juab, Utah",0.0
1099,"Judith basin, Montana",0.0
1100,"Juneau city and, Alaska",0.0
1101,"Juneau, Wisconsin",0.0
1102,"Juniata, Pennsylvania",0.0
1103,"Kalamazoo, Michigan",0.0
1104,"Kalkaska, Michigan",0.0
1105,"Kanabec, Minnesota",0.0
1106,"Kanawha, West Virginia",0.0
1107,"Kandiyohi, Minnesota",0.0
1108,"Kane, Illinois",0.0
1109,"Kane, Utah",0.0
1110,"Kankakee, Illinois",0.0
1111,"Karnes, Texas",0.0
1112,"Kauai, Hawaii",0.0
1113,"Kaufman, Texas",0.0
1114,"Kay, Oklahoma",0.0
1115,"Kearney, Nebraska",0.0
1116,"Keith, Nebraska",0.0
1117,"Kendall, Illinois",0.0
1118,"Kendall, Texas",0.0
1119,"Kennebec, Maine",0.0
1120,"Kenosha, Wisconsin",0.0
1121,"Kent, Maryland",0.0
1122,"Kent, Michigan",0.0
1123,"Kent, Rhode Island",0.0
1124,"Kent, Texas",0.0
1125,"Kenton, Kentucky",0.0
1126,"Kern, California",0.045
1127,"Kerr, Texas",0.0
1128,"Kershaw, South Carolina",0.0
1129,"Ketchikan gateway, Alaska",0.0
1130,"Kewaunee, Wisconsin",0.0
1131,"Keweenaw, Michigan",0.0
1132,"Keya paha, Nebraska",0.0
1133,"Kimball, Nebraska",0.0
1134,"Kimble, Texas",0.0
1135,"King george, Virginia",0.0
1136,"King william, Virginia",0.0
1137,"King, Texas",0.0
1138,"King, Washington",0.0
1139,"Kingfisher, Oklahoma",0.0
1140,"Kings, California",0.0
1141,"Kingsbury, South Dakota",0.0
1142,"Kitsap, Washington",0.0
1143,"Kittitas, Washington",0.0
1144,"Kittson, Minnesota",0.0
1145,"Klamath, Oregon",0.0
1146,"Kleberg, Texas",0.0
1147,"Klickitat, Washington",0.0
1148,"Knott, Kentucky",0.0
1149,"Knox, Illinois",0.0
1150,"Knox, Indiana",0.0
1151,"Knox, Kentucky",0.0
1152,"Knox, Maine",0.0
1153,"Knox, Nebraska",0.0
1154,"Knox, Ohio",0.0
1155,"Knox, Tennessee",0.0
1156,"Knox, Texas",0.0
1157,"Koochiching county, Minnesota",0.0
1158,"Koochiching, Minnesota",0.0
1159,"Kootenai, Idaho",0.0
1160,"Kosciusko, Indiana",0.0
1161,"La crosse, Wisconsin",0.0
1162,"La grange, Indiana",0.0
1163,"La paz, Arizona",0.0
1164,"La plata, Colorado",0.0
1165,"La porte, Indiana",0.0
1166,"La salle, Illinois",0.0
1167,"La salle, Louisiana",0.0
1168,"La salle, Texas",0.0
1169,"Lac qui parle, Minnesota",0.0
1170,"Lackawanna, Pennsylvania",0.0
1171,"Laclede, Missouri",0.0
1172,"Lafayette parish, Louisiana",0.0
1173,"Lafayette, Arkansas",0.0
1174,"Lafayette, Florida",0.0
1175,"Lafayette, Louisiana",0.0
1176,"Lafayette, Missouri",0.0
1177,"Lafayette, Wisconsin",0.0
1178,"Lafourche, Louisiana",0.0
1179,"Lagrange, Indiana",0.0
1180,"Lake, California",0.0
1181,"Lake, Florida",0.0
1182,"Lake, Illinois",0.0
1183,"Lake, Indiana",0.0
1184,"Lake, Michigan",0.0
1185,"Lake, Minnesota",0.0
1186,"Lake, Montana",0.0
1187,"Lake, Oregon",0.0
1188,"Lake, South Dakota",0.0
1189,"Lamar, Alabama",0.0
1190,"Lamar, Texas",0.0
1191,"Lamb, Texas",0.0
1192,"Lamoille, Vermont",0.0
1193,"Lamoure, North Dakota",0.0
1194,"Lampasas, Texas",0.0
1195,"Lancaster county, Pennsylvania",0.0
1196,"Lancaster, Nebraska",0.0
1197,"Lancaster, Pennsylvania",0.0
1198,"Lancaster, South Carolina",0.0
1199,"Lancaster, Virginia",0.0
1200,"Lander, Nevada",0.0
1201,"Lane, Oregon",0.0
1202,"Langlade, Wisconsin",0.0
1203,"Lapeer, Michigan",0.0
1204,"Laporte, Indiana",0.0
1205,"Laramie, Wyoming",0.0
1206,"Larue, Kentucky",0.0
1207,"Lasalle, Illinois",0.0
1208,"Latah, Idaho",0.0
1209,"Lauderdale, Alabama",0.0
1210,"Laurel, Kentucky",0.0
1211,"Laurens, South Carolina",0.0
1212,"Lavaca, Texas",0.0
1213,"Lawrence county, Arkansas",0.0
1214,"Lawrence, Alabama",0.0
1215,"Lawrence, Arkansas",0.0
1216,"Lawrence, Illinois",0.0
1217,"Lawrence, Indiana",0.0
1218,"Lawrence, Kentucky",0.0
1219,"Lawrence, Missouri",0.0
1220,"Lawrence, Ohio",0.0
1221,"Lawrence, Pennsylvania",0.0
1222,"Lawrence, South Dakota",0.0
1223,"Le sueur, Minnesota",0.0
1224,"Lea, New Mexico",0.0
1225,"Lebanon county, Pennsylvania",0.0
1226,"Lebanon, Pennsylvania",0.0
1227,"Lee county, South Carolina",0.0
1228,"Lee, Alabama",0.0
1229,"Lee, Arkansas",0.0
1230,"Lee, Florida",0.0
1231,"Lee, Illinois",0.0
1232,"Lee, Kentucky",0.0
1233,"Lee, North Carolina",0.0
1234,"Lee, South Carolina",0.0
1235,"Lee, Texas",0.0
1236,"Leelanau, Michigan",0.0
1237,"Lehigh county, Pennsylvania",0.0
1238,"Lehigh, Pennsylvania",0.0
1239,"Lemhi, Idaho",0.0
1240,"Lenawee, Michigan",0.0
1241,"Lenoir, North Carolina",0.0
1242,"Leon, Florida",0.0
1243,"Leon, Texas",0.0
1244,"Leslie, Kentucky",0.0
1245,"Letcher, Kentucky",0.0
1246,"Levy county, Florida",0.0
1247,"Levy, Florida",0.0
1248,"Lewis and clark, Montana",0.0
1249,"Lewis, Idaho",0.0
1250,"Lewis, Kentucky",0.0
1251,"Lewis, Missouri",0.0
1252,"Lewis, New York",0.0
1253,"Lewis, Washington",0.0
1254,"Lewis, West Virginia",0.0
1255,"Lexington county, South Carolina",0.0
1256,"Lexington, South Carolina",0.0
1257,"Liberty, Florida",0.0
1258,"Liberty, Montana",0.0
1259,"Liberty, Texas",0.0
1260,"Licking, Ohio",0.0
1261,"Limestone, Alabama",0.0
1262,"Limestone, Texas",0.0
1263,"Lincoln parish, Louisiana",0.0
1264,"Lincoln, Arkansas",0.0
1265,"Lincoln, Idaho",0.0
1266,"Lincoln, Kentucky",0.0
1267,"Lincoln, Louisiana",0.0
1268,"Lincoln, Maine",0.0
1269,"Lincoln, Minnesota",0.0
1270,"Lincoln, Missouri",0.0
1271,"Lincoln, Montana",0.0
1272,"Lincoln, Nebraska",0.0
1273,"Lincoln, Nevada",0.0
1274,"Lincoln, New Mexico",0.0
1275,"Lincoln, North Carolina",0.0
1276,"Lincoln, Oklahoma",0.0
1277,"Lincoln, Oregon",0.0
1278,"Lincoln, Washington",0.0
1279,"Lincoln, West Virginia",0.0
1280,"Lincoln, Wisconsin",0.0
1281,"Lincoln, Wyoming",0.0
1282,"Linn county, Oregon",0.0
1283,"Linn, Missouri",0.0
1284,"Linn, Oregon",0.0
1285,"Litchfield, Connecticut",0.0
1286,"Little river, Arkansas",0.0
1287,"Live oak, Texas",0.0
1288,"Livingston county, New York",0.0
1289,"Livingston parish, Louisiana",0.0
1290,"Livingston, Illinois",0.0
1291,"Livingston, Kentucky",0.0
1292,"Livingston, Louisiana",0.0
1293,"Livingston, Michigan",0.0
1294,"Livingston, Missouri",0.0
1295,"Livingston, New York",0.0
1296,"Llano, Texas",0.0
1297,"Logan, Arkansas",0.0
1298,"Logan, Illinois",0.0
1299,"Logan, Nebraska",0.0
1300,"Logan, Ohio",0.0
1301,"Logan, West Virginia",0.0
1302,"Lonoke, Arkansas",0.0
1303,"Los alamos, New Mexico",0.0
1304,"Los angeles, California",0.0
1305,"Loudoun, Virginia",0.0
1306,"Louisa, Virginia",0.0
1307,"Loup, Nebraska",0.0
1308,"Love, Oklahoma",0.0
1309,"Lowndes, Alabama",0.0
1310,"Lubbock, Texas",0.0
1311,"Lucas, Ohio",0.0
1312,"Luce, Michigan",0.0
1313,"Luna, New Mexico",0.0
1314,"Lunenburg, Virginia",0.0
1315,"Luzerne county, Pennsylvania",0.0
1316,"Luzerne, Pennsylvania",0.0
1317,"Lycoming county, Pennsylvania",0.0
1318,"Lycoming, Pennsylvania",0.0
1319,"Lyman, South Dakota",0.0
1320,"Lynchburg, Virginia",0.0
1321,"Lynn, Texas",0.0
1322,"Lyon, Kentucky",0.0
1323,"Lyon, Minnesota",0.0
1324,"Lyon, Nevada",0.0
1325,"Mackinac, Michigan",0.0
1326,"Macomb, Michigan",0.0
1327,"Macon, Alabama",0.0
1328,"Macon, Illinois",0.0
1329,"Macon, Missouri",0.0
1330,"Macon, North Carolina",0.0
1331,"Macoupin, Illinois",0.0
1332,"Madera, California",0.0
1333,"Madison, Alabama",0.0
1334,"Madison, Florida",0.0
1335,"Madison, Idaho",0.0
1336,"Madison, Illinois",0.0
1337,"Madison, Indiana",0.0
1338,"Madison, Kentucky",0.0
1339,"Madison, Louisiana",0.0
1340,"Madison, Missouri",0.0
1341,"Madison, Montana",0.0
1342,"Madison, Nebraska",0.0
1343,"Madison, New York",0.0
1344,"Madison, North Carolina",0.0
1345,"Madison, Ohio",0.0
1346,"Madison, Texas",0.0
1347,"Madison, Virginia",0.0
1348,"Magoffin, Kentucky",0.0
1349,"Mahnomen, Minnesota",0.0
1350,"Malheur, Oregon",0.0
1351,"Manassas, Virginia",0.0
1352,"Manatee county, Florida",0.0
1353,"Manatee, Florida",0.0
1354,"Manistee, Michigan",0.0
1355,"Manitowoc, Wisconsin",0.0
1356,"Marathon, Wisconsin",0.0
1357,"Marengo, Alabama",0.0
1358,"Maricopa, Arizona",0.0
1359,"Maries county, Missouri",0.0
1360,"Maries, Missouri",0.0
1361,"Marin, California",0.0
1362,"Marinette, Wisconsin",0.0
1363,"Marion county, Missouri",0.0
1364,"Marion, Alabama",0.0
1365,"Marion, Arkansas",0.0
1366,"Marion, Florida",0.0
1367,"Marion, Illinois",0.0
1368,"Marion, Indiana",0.0
1369,"Marion, Kentucky",0.0
1370,"Marion, Missouri",0.0
1371,"Marion, Ohio",0.0
1372,"Marion, Oregon",0.0
1373,"Marion, South Carolina",0.0
1374,"Marion, Texas",0.0
1375,"Marion, West Virginia",0.0
1376,"Mariposa, California",0.0
1377,"Marlboro, South Carolina",0.0
1378,"Marquette, Michigan",0.0
1379,"Marquette, Wisconsin",0.0
1380,"Marshall, Alabama",0.0
1381,"Marshall, Illinois",0.0
1382,"Marshall, Indiana",0.0
1383,"Marshall, Kentucky",0.0
1384,"Marshall, Minnesota",0.0
1385,"Marshall, West Virginia",0.0
1386,"Martin county, Florida",0.0
1387,"Martin, Florida",0.0
1388,"Martin, Indiana",0.0
1389,"Martin, Kentucky",0.0
1390,"Martin, Minnesota",0.0
1391,"Martin, North Carolina",0.0
1392,"Martin, Texas",0.0
1393,"Martinsville, Virginia",0.0
1394,"Mason, Illinois",0.0
1395,"Mason, Kentucky",0.0
1396,"Mason, Michigan",0.0
1397,"Mason, Texas",0.0
1398,"Mason, Washington",0.0
1399,"Mason, West Virginia",0.0
1400,"Massac, Illinois",0.0
1401,"Matagorda, Texas",0.0
1402,"Maui, Hawaii",0.0
1403,"Maverick, Texas",0.0
1404,"Mayes, Oklahoma",0.0
1405,"Mcclain, Oklahoma",0.0
1406,"Mccone, Montana",0.0
1407,"Mccook, South Dakota",0.0
1408,"Mccormick, South Carolina",0.0
1409,"Mccracken, Kentucky",0.0
1410,"Mccreary, Kentucky",0.0
1411,"Mcculloch, Texas",0.0
1412,"Mccurtain, Oklahoma",0.0
1413,"Mcdonald, Missouri",0.0
1414,"Mcdonough, Illinois",0.0
1415,"Mcdowell, North Carolina",0.0
1416,"Mcdowell, West Virginia",0.0
1417,"Mchenry, Illinois",0.0
1418,"Mckean county, Pennsylvania",0.0
1419,"Mckean, Pennsylvania",0.0
1420,"Mckenzie, North Dakota",0.0
1421,"Mckinley, New Mexico",0.0
1422,"Mclean, Illinois",0.0
1423,"Mclean, Kentucky",0.0
1424,"Mclennan, Texas",0.0
1425,"Mcleod, Minnesota",0.0
1426,"Mcpherson, Nebraska",0.0
1427,"Meade, Kentucky",0.0
1428,"Meade, South Dakota",0.0
1429,"Meagher, Montana",0.0
1430,"Mecklenburg, North Carolina",0.0
1431,"Mecklenburg, Virginia",0.0
1432,"Mecosta, Michigan",0.0
1433,"Medina, Ohio",0.0
1434,"Medina, Texas",0.0
1435,"Meeker, Minnesota",0.0
1436,"Meigs, Ohio",0.0
1437,"Menard, Illinois",0.0
1438,"Menard, Texas",0.0
1439,"Mendocino, California",0.0
1440,"Menifee, Kentucky",0.0
1441,"Menominee, Michigan",0.0
1442,"Merced, California",0.0
1443,"Mercer county, Pennsylvania",0.0
1444,"Mercer, Illinois",0.0
1445,"Mercer, Kentucky",0.0
1446,"Mercer, Missouri",0.0
1447,"Mercer, New Jersey",0.0
1448,"Mercer, Pennsylvania",0.0
1449,"Mercer, West Virginia",0.0
1450,"Merrick, Nebraska",0.0
1451,"Merrimack, New Hampshire",0.006143344709897611
1452,"Miami, Indiana",0.0
1453,"Miami, Ohio",0.0
1454,"Miami-dade, Florida",0.0
1455,"Middlesex, Connecticut",0.0
1456,"Middlesex, Massachusetts",0.00881057268722467
1457,"Middlesex, New Jersey",0.0
1458,"Midland, Michigan",0.0
1459,"Midland, Texas",0.0
1460,"Mifflin county, Pennsylvania",0.0
1461,"Mifflin, Pennsylvania",0.0
1462,"Milam, Texas",0.0
1463,"Millard, Utah",0.0
1464,"Mille lacs county, Minnesota",0.0
1465,"Mille lacs, Minnesota",0.0
1466,"Miller, Arkansas",0.0
1467,"Miller, Missouri",0.0
1468,"Mills, Texas",0.0
1469,"Milwaukee, Wisconsin",0.0
1470,"Miner, South Dakota",0.0
1471,"Mineral, Montana",0.0
1472,"Mineral, Nevada",0.0
1473,"Mineral, West Virginia",0.0
1474,"Mingo, West Virginia",0.0
1475,"Minidoka, Idaho",0.0
1476,"Minnehaha, South Dakota",0.0
1477,"Missaukee, Michigan",0.0
1478,"Mississippi, Arkansas",0.0
1479,"Mississippi, Missouri",0.0
1480,"Missoula, Montana",0.0
1481,"Mitchell, North Carolina",0.0
1482,"Mitchell, Texas",0.0
1483,"Mobile, Alabama",0.0
1484,"Modoc, California",0.0
1485,"Mohave, Arizona",0.0
1486,"Moniteau, Missouri",0.0
1487,"Monmouth, New Jersey",0.0
1488,"Mono, California",0.0
1489,"Monongalia, West Virginia",0.0
1490,"Monroe county, Pennsylvania",0.0
1491,"Monroe, Alabama",0.0
1492,"Monroe, Arkansas",0.0
1493,"Monroe, Florida",0.0
1494,"Monroe, Illinois",0.0
1495,"Monroe, Indiana",0.0
1496,"Monroe, Kentucky",0.0
1497,"Monroe, Michigan",0.0
1498,"Monroe, Missouri",0.0
1499,"Monroe, New York",0.0
1500,"Monroe, Ohio",0.0
1501,"Monroe, Pennsylvania",0.0
1502,"Monroe, West Virginia",0.0
1503,"Monroe, Wisconsin",0.0
1504,"Montague, Texas",0.0
1505,"Montcalm, Michigan",0.0
1506,"Monterey, California",0.0
1507,"Montgomery county, Pennsylvania",0.0
1508,"Montgomery, Alabama",0.0
1509,"Montgomery, Arkansas",0.0
1510,"Montgomery, Illinois",0.0
1511,"Montgomery, Indiana",0.0
1512,"Montgomery, Kentucky",0.0
1513,"Montgomery, Maryland",0.0
1514,"Montgomery, Missouri",0.0
1515,"Montgomery, New York",0.0
1516,"Montgomery, North Carolina",0.0
1517,"Montgomery, Ohio",0.0
1518,"Montgomery, Pennsylvania",0.0
1519,"Montgomery, Texas",0.0
1520,"Montgomery, Virginia",0.0
1521,"Montmorency, Michigan",0.0
1522,"Montour, Pennsylvania",0.0
1523,"Moody, South Dakota",0.0
1524,"Moore, North Carolina",0.006329113924050633
1525,"Moore, Texas",0.0
1526,"Mora, New Mexico",0.0
1527,"Morehouse, Louisiana",0.0
1528,"Morgan, Alabama",0.0
1529,"Morgan, Illinois",0.0
1530,"Morgan, Indiana",0.0
1531,"Morgan, Kentucky",0.0
1532,"Morgan, Missouri",0.0
1533,"Morgan, Utah",0.0
1534,"Morgan, West Virginia",0.0
1535,"Morrill, Nebraska",0.0
1536,"Morris, New Jersey",0.0
1537,"Morrison, Minnesota",0.0
1538,"Morrow, Ohio",0.0
1539,"Morrow, Oregon",0.0
1540,"Moultrie, Illinois",0.0
1541,"Mountrail, North Dakota",0.0
1542,"Mower, Minnesota",0.0
1543,"Muhlenberg, Kentucky",0.0
1544,"Multnomah county, Oregon",0.0
1545,"Multnomah, Oregon",0.0
1546,"Murray, Minnesota",0.0
1547,"Muskegon, Michigan",0.0
1548,"Muskingum, Ohio",0.0
1549,"Musselshell, Montana",0.0
1550,"Nacogdoches, Texas",0.0
1551,"Nance, Nebraska",0.0
1552,"Nantucket, Massachusetts",0.0
1553,"Napa, California",0.0
1554,"Nash, North Carolina",0.0
1555,"Nassau, Florida",0.0
1556,"Nassau, New York",0.0
1557,"Natchitoches, Louisiana",0.0
1558,"Natrona, Wyoming",0.0
1559,"Navajo, Arizona",0.0
1560,"Navarro, Texas",0.0
1561,"Nelson, Kentucky",0.05
1562,"Nelson, Virginia",0.0
1563,"Nemaha, Nebraska",0.0
1564,"Nevada county, Arkansas",0.0
1565,"Nevada, Arkansas",0.0
1566,"Nevada, California",0.0
1567,"New hanover, North Carolina",0.0
1568,"New haven, Connecticut",0.0
1569,"New london, Connecticut",0.0
