,county,endothall
793,"Monroe, Wisconsin",0.0
794,"Monterey, California",0.0
795,"Montgomery county, Pennsylvania",0.0
796,"Montgomery, Alabama",0.0
797,"Montgomery, Arkansas",0.0
798,"Montgomery, Illinois",0.0
799,"Montgomery, Indiana",0.0
800,"Montgomery, Kentucky",0.0
801,"Montgomery, Maryland",0.0
802,"Montgomery, Ohio",0.0
803,"Montgomery, Pennsylvania",0.0
804,"Montour, Pennsylvania",0.0
805,"Moody, South Dakota",0.0
806,"Mora, New Mexico",0.0
807,"Morehouse, Louisiana",0.0
808,"Morgan, Alabama",0.0
809,"Morgan, Illinois",0.0
810,"Morgan, Indiana",0.0
811,"Morgan, Kentucky",0.0
812,"Morgan, West Virginia",0.0
813,"Morrow, Ohio",0.0
814,"Morrow, Oregon",0.0
815,"Moultrie, Illinois",0.0
816,"Mountrail, North Dakota",0.0
817,"Muhlenberg, Kentucky",0.0
818,"Multnomah county, Oregon",0.0
819,"Multnomah, Oregon",0.0
820,"Muskingum, Ohio",0.0
821,"Napa, California",0.0
822,"Nassau, Florida",0.0
823,"Nassau, New York",0.0
824,"Natchitoches, Louisiana",0.0
825,"Navajo, Arizona",0.0
826,"Nelson, Kentucky",0.0
827,"Nevada county, Arkansas",0.0
828,"Nevada, Arkansas",0.0
829,"Nevada, California",0.0
830,"New haven, Connecticut",0.0
831,"New london, Connecticut",0.0
832,"Newton county, Arkansas",0.0
833,"Newton, Arkansas",0.0
834,"Newton, Indiana",0.0
835,"Newton, Missouri",0.0
836,"Nez perce, Idaho",0.0
837,"Niagara, New York",0.0
838,"Nicholas, Kentucky",0.0
839,"Noble, Indiana",0.0
840,"Norfolk, Virginia",0.0
841,"North slope, Alaska",0.0
842,"Northampton county, Pennsylvania",0.0
843,"Northampton, Pennsylvania",0.0
844,"Northumberland, Pennsylvania",0.0
845,"Nye, Nevada",0.4563758389261745
846,"Oconto, Wisconsin",0.0
847,"Ogle, Illinois",0.0
848,"Ohio, Indiana",0.0
849,"Ohio, Kentucky",0.0
850,"Okaloosa county, Florida",0.0
851,"Okaloosa, Florida",0.0
852,"Okanogan, Washington",0.0
853,"Okeechobee, Florida",0.0
854,"Oldham, Kentucky",0.0
855,"Oneida, Idaho",0.0
856,"Oneida, Wisconsin",0.0
857,"Onondaga, New York",0.0
858,"Ontario, New York",0.0
859,"Orange, California",0.0
860,"Orange, Florida",0.0
861,"Orange, New York",0.0
862,"Orleans, Louisiana",0.0
863,"Osceola, Florida",0.0
864,"Oswego, New York",0.0
865,"Otero county, New Mexico",0.0
866,"Otero, New Mexico",0.0
867,"Otoe, Nebraska",0.0
868,"Ouachita, Arkansas",0.0
869,"Ouachita, Louisiana",0.0
870,"Outagamie, Wisconsin",0.0
871,"Owen, Indiana",0.0
872,"Owen, Kentucky",0.0
873,"Owsley, Kentucky",0.0
874,"Owyhee, Idaho",0.0
875,"Ozaukee, Wisconsin",0.0
876,"Palm beach, Florida",0.013207547169811321
877,"Parke, Indiana",0.0
878,"Pasco county, Florida",0.0
879,"Pasco, Florida",0.0
880,"Payette, Idaho",0.0
881,"Pend oreille, Washington",0.0
882,"Pendleton, Kentucky",0.0
883,"Pendleton, West Virginia",0.0
884,"Pennington, South Dakota",0.0
885,"Penobscot, Maine",0.0
886,"Peoria, Illinois",0.0
887,"Pepin, Wisconsin",0.0
888,"Perry county, Pennsylvania",0.0
889,"Perry, Alabama",0.0
890,"Perry, Arkansas",0.0
891,"Perry, Illinois",0.0
892,"Perry, Indiana",0.0
893,"Perry, Kentucky",0.0
894,"Perry, Pennsylvania",0.0
895,"Pershing, Nevada",0.0
896,"Pettis, Missouri",0.0
897,"Philadelphia, Pennsylvania",0.0
898,"Phillips, Arkansas",0.0
899,"Piatt, Illinois",0.0
900,"Pickaway, Ohio",0.0
901,"Pickens, Alabama",0.0
902,"Pierce, Wisconsin",0.0
903,"Pike, Alabama",0.0
904,"Pike, Arkansas",0.0
905,"Pike, Illinois",0.0
906,"Pike, Indiana",0.0
907,"Pike, Kentucky",0.0
908,"Pike, Ohio",0.0
909,"Pike, Pennsylvania",0.0
910,"Pima, Arizona",0.0
911,"Pinal, Arizona",0.0
912,"Pinellas, Florida",0.0
913,"Placer, California",0.0
914,"Plaquemines, Louisiana",0.0
915,"Platte, Missouri",0.0
916,"Poinsett, Arkansas",0.0
917,"Pointe coupee parish, Louisiana",0.0
918,"Pointe coupee, Louisiana",0.0
919,"Polk, Arkansas",0.0
920,"Polk, Florida",0.0133852140077821
921,"Polk, Oregon",0.0
922,"Polk, Wisconsin",0.0
923,"Pope, Arkansas",0.0
924,"Pope, Illinois",0.0
925,"Portage county, Wisconsin",0.0
926,"Portage, Wisconsin",0.0
927,"Porter, Indiana",0.0
928,"Posey, Indiana",0.0
929,"Potter, Pennsylvania",0.0
930,"Powell, Kentucky",0.0
931,"Power, Idaho",0.0
932,"Prairie, Arkansas",0.0
933,"Preble, Ohio",0.0
934,"Price, Wisconsin",0.0
935,"Prince george's, Maryland",0.0
936,"Pulaski, Arkansas",0.0
937,"Pulaski, Illinois",0.0
938,"Pulaski, Indiana",0.0
939,"Pulaski, Kentucky",0.0
940,"Putnam county, Indiana",0.0
941,"Putnam, Florida",0.0
942,"Putnam, Illinois",0.0
943,"Putnam, Indiana",0.0
944,"Putnam, New York",6.3
945,"Putnam, Tennessee",0.0
946,"Quay, New Mexico",0.0
947,"Racine, Wisconsin",0.0
948,"Ramsey, North Dakota",0.0
949,"Randolph, Alabama",0.0
950,"Randolph, Arkansas",0.0
951,"Randolph, Illinois",0.0
952,"Randolph, Indiana",0.0
953,"Rapides, Louisiana",0.0
954,"Red river, Louisiana",0.0
955,"Richland, Illinois",0.0
956,"Richland, Louisiana",0.0
957,"Richland, Ohio",0.0
958,"Richland, Wisconsin",0.0
959,"Rio arriba, New Mexico",0.0
960,"Ripley, Indiana",0.0
961,"Riverside, California",0.0
962,"Roberts, South Dakota",0.0
963,"Rock island, Illinois",0.0
964,"Rock, Wisconsin",0.0
965,"Rockcastle, Kentucky",0.0
966,"Rockland, New York",0.0
967,"Roosevelt, New Mexico",0.0
968,"Ross, Ohio",0.0
969,"Rowan, Kentucky",0.0
970,"Rush, Indiana",0.0
971,"Rusk, Wisconsin",0.0
972,"Russell, Alabama",0.0
973,"Russell, Kentucky",0.0
974,"Sabine, Louisiana",0.0
975,"Sacramento county, California",0.0
976,"Sacramento, California",0.0
977,"Saint bernard, Louisiana",0.0
978,"Saint charles, Missouri",0.0
979,"Saint james, Louisiana",0.0
980,"Saint landry, Louisiana",0.0
981,"Saint tammany, Louisiana",0.0
982,"Saline county, Arkansas",0.0
983,"Saline, Arkansas",0.0
984,"Saline, Illinois",0.0
985,"San benito, California",0.0
986,"San bernardino county, California",0.0
987,"San bernardino, California",0.0
988,"San diego county, California",0.0
989,"San diego, California",0.0
990,"San francisco, California",0.0
991,"San joaquin, California",0.0
992,"San juan, New Mexico",0.0
993,"San juan, Utah",0.0
994,"San luis obispo, California",0.0
995,"San mateo, California",0.0
996,"San miguel, New Mexico",0.0
997,"Sanborn, South Dakota",0.0
998,"Sandoval, New Mexico",0.0
999,"Sandusky, Ohio",0.0
1000,"Sangamon, Illinois",0.0
1001,"Santa barbara, California",0.0
1002,"Santa clara, California",0.0
1003,"Santa cruz, Arizona",0.0
1004,"Santa cruz, California",0.0
1005,"Santa fe, New Mexico",0.0
1006,"Santa rosa county, Florida",0.0
1007,"Santa rosa, Florida",0.0
1008,"Sarasota, Florida",0.0
1009,"Sauk, Wisconsin",0.0
1010,"Sawyer, Wisconsin",0.0
1011,"Schoharie, New York",0.0
1012,"Schoolcraft, Michigan",0.0
1013,"Schuyler, Illinois",0.0
1014,"Schuylkill, Pennsylvania",0.0
1015,"Scott, Arkansas",0.0
1016,"Scott, Illinois",0.0
1017,"Scott, Indiana",0.0
1018,"Scott, Iowa",0.0
1019,"Scott, Kentucky",0.0
1020,"Scott, Minnesota",0.0
1021,"Searcy, Arkansas",0.0
1022,"Sebastian, Arkansas",0.0
1023,"Seminole county, Florida",0.0
1024,"Seminole, Florida",0.0
1025,"Seneca, Ohio",0.0
1026,"Sevier, Arkansas",0.0
1027,"Shannon, South Dakota",0.0
1028,"Sharp county, Arkansas",0.0
1029,"Sharp, Arkansas",0.0
1030,"Shasta, California",0.0
1031,"Shawano, Wisconsin",0.0
1032,"Sheboygan, Wisconsin",0.0
1033,"Shelby, Alabama",0.0
1034,"Shelby, Illinois",0.0
1035,"Shelby, Indiana",0.0
1036,"Shelby, Kentucky",0.0
1037,"Shelby, Ohio",0.0
1038,"Shelby, Tennessee",0.0
1039,"Sherman, Oregon",0.0
1040,"Shoshone, Idaho",0.0
1041,"Sierra, New Mexico",0.0
1042,"Simpson, Kentucky",0.0
1043,"Snyder county, Pennsylvania",0.0
1044,"Snyder, Pennsylvania",0.0
1045,"Socorro, New Mexico",0.0
1046,"Solano, California",0.0
1047,"Somerset county, Pennsylvania",0.0
1048,"Somerset, Pennsylvania",0.0
1049,"Sonoma, California",0.0
1050,"Southeast fairbanks, Alaska",0.0
1051,"Spencer, Indiana",0.0
1052,"Spink county, South Dakota",0.0
1053,"Spokane, Washington",0.0
1054,"St clair, Alabama",0.0
1055,"St helena, Louisiana",0.0
1056,"St joseph, Indiana",0.0
1057,"St landry, Louisiana",0.0
1058,"St tammany, Louisiana",0.0
1059,"St. bernard, Louisiana",0.0
1060,"St. charles, Louisiana",0.0
1061,"St. clair, Alabama",0.0
1062,"St. clair, Illinois",0.0
1063,"St. croix, Wisconsin",0.0
1064,"St. francis, Arkansas",0.0
1065,"St. helena, Louisiana",0.0
1066,"St. james, Louisiana",0.0
1067,"St. john the baptist parish, Louisiana",0.0
1068,"St. john the baptist, Louisiana",0.0
1069,"St. johns, Florida",0.0
1070,"St. joseph county, Indiana",0.0
1071,"St. joseph, Indiana",0.0
1072,"St. landry, Louisiana",0.0
1073,"St. lucie, Florida",0.0
1074,"St. martin parish, Louisiana",0.0
1075,"St. martin, Louisiana",0.0
1076,"St. mary parish, Louisiana",0.0
1077,"St. mary, Louisiana",0.0
1078,"St. tammany parish, Louisiana",0.0
1079,"St. tammany, Louisiana",0.0
1080,"Stanislaus, California",0.0
1081,"Stark, Illinois",0.0
1082,"Stark, Ohio",0.0
1083,"Starke, Indiana",0.0
1084,"Stephenson, Illinois",0.0
1085,"Steuben, Indiana",0.0
1086,"Stevens, Washington",0.0
1087,"Stone, Arkansas",0.0
1088,"Stone, Missouri",0.0
1089,"Storey, Nevada",0.0
1090,"Stutsman, North Dakota",0.0
1091,"Sullivan, Indiana",0.0
1092,"Sullivan, New York",0.0
1093,"Sullivan, Pennsylvania",0.0
1094,"Summers, West Virginia",0.0
1095,"Summit, Ohio",0.0
1096,"Sumter, Alabama",0.0
1097,"Sumter, Florida",0.0
1098,"Susquehanna, Pennsylvania",0.0
1099,"Sutter, California",0.0
1100,"Suwannee, Florida",0.0
1101,"Switzerland, Indiana",0.0
1102,"Talladega, Alabama",0.0
1103,"Tallapoosa, Alabama",0.0
1104,"Taney, Missouri",0.0
1105,"Tangipahoa parish, Louisiana",0.0
1106,"Tangipahoa, Louisiana",0.0
1107,"Taos, New Mexico",0.0
1108,"Taylor, Florida",0.0
1109,"Taylor, Kentucky",0.0
1110,"Taylor, Wisconsin",0.0
1111,"Tazewell, Illinois",0.0
1112,"Tensas, Louisiana",0.0
1113,"Terrebonne, Louisiana",0.0
1114,"Teton, Idaho",0.0
1115,"Tillamook county, Oregon",0.0
1116,"Tillamook, Oregon",0.0
1117,"Tillman, Oklahoma",0.0
1118,"Tioga county, Pennsylvania",0.0
1119,"Tioga, Pennsylvania",0.0
1120,"Tippecanoe, Indiana",0.0
1121,"Tipton, Indiana",0.0
1122,"Todd, Kentucky",0.0
1123,"Todd, South Dakota",0.0
1124,"Tolland, Connecticut",0.0
1125,"Torrance, New Mexico",0.0
1126,"Trempealeau, Wisconsin",0.0
1127,"Trigg, Kentucky",0.0
1128,"Trimble, Kentucky",0.0
1129,"Tripp, South Dakota",0.0
1130,"Trumbull, Ohio",0.0
1131,"Tulare, California",0.0
1132,"Turner, South Dakota",0.0
1133,"Tuscaloosa, Alabama",0.0
1134,"Tuscarawas, Ohio",0.0
1135,"Twin falls, Idaho",0.0
1136,"Tyler, West Virginia",0.0
1137,"Umatilla, Oregon",0.0
1138,"Union parish, Louisiana",0.0
1139,"Union, Arkansas",0.0
1140,"Union, Florida",0.0
1141,"Union, Illinois",0.0
1142,"Union, Indiana",0.0
1143,"Union, Kentucky",0.0
1144,"Union, Louisiana",0.0
1145,"Union, New Mexico",0.0
1146,"Union, Oregon",0.0
1147,"Union, Pennsylvania",0.0
1148,"Union, South Dakota",0.0
1149,"Valencia, New Mexico",0.0
1150,"Valley, Idaho",0.0
1151,"Van buren, Arkansas",0.0
1152,"Van wert, Ohio",0.0
1153,"Vanderburgh, Indiana",0.0
1154,"Venango county, Pennsylvania",0.0
1155,"Venango, Pennsylvania",0.0
1156,"Ventura, California",0.0
1157,"Vermilion, Illinois",0.0
1158,"Vermilion, Louisiana",0.0
1159,"Vermillion county, Indiana",0.0
1160,"Vermillion, Indiana",0.0
1161,"Vernon, Louisiana",0.0
1162,"Vernon, Wisconsin",0.0
1163,"Vigo, Indiana",0.0
1164,"Vilas, Wisconsin",0.0
1165,"Volusia, Florida",0.0
1166,"Wabash, Illinois",0.0
1167,"Wabash, Indiana",0.0
1168,"Wake, North Carolina",0.0
1169,"Wakulla, Florida",0.0
1170,"Walker, Alabama",0.0
1171,"Walla walla, Washington",0.0
1172,"Wallowa, Oregon",0.0
1173,"Walsh, North Dakota",0.0
1174,"Walton, Florida",0.0
1175,"Walworth, South Dakota",0.0
1176,"Walworth, Wisconsin",0.0
1177,"Warren county, Pennsylvania",0.0
1178,"Warren, Illinois",0.0
1179,"Warren, Indiana",0.0
1180,"Warren, Kentucky",0.0
1181,"Warren, New York",0.0
1182,"Warren, Ohio",0.0
1183,"Warren, Pennsylvania",0.0
1184,"Warrick, Indiana",0.0
1185,"Wasco, Oregon",0.0
1186,"Washburn, Wisconsin",0.0
1187,"Washington parish, Louisiana",0.0
1188,"Washington, Alabama",0.0
1189,"Washington, Arkansas",0.0
1190,"Washington, Florida",0.0
1191,"Washington, Idaho",0.0
1192,"Washington, Illinois",0.0
1193,"Washington, Indiana",0.0
1194,"Washington, Kentucky",0.0
1195,"Washington, Louisiana",0.0
1196,"Washington, Nebraska",0.0
1197,"Washington, Ohio",0.0
1198,"Washington, Oregon",0.0
1199,"Washington, Pennsylvania",0.0
1200,"Washington, Wisconsin",0.0
1201,"Washita, Oklahoma",0.0
1202,"Washoe, Nevada",0.0
1203,"Waukesha, Wisconsin",0.0
1204,"Waupaca, Wisconsin",0.0
1205,"Waushara, Wisconsin",0.0
1206,"Wayne, Illinois",0.0
1207,"Wayne, Indiana",0.0
1208,"Wayne, Kentucky",0.0
1209,"Wayne, Michigan",0.0
1210,"Wayne, Ohio",0.0
1211,"Wayne, Pennsylvania",0.0
1212,"Webster, Kentucky",0.0
1213,"Webster, Louisiana",0.0
1214,"Webster, West Virginia",0.0
1215,"Wells, Indiana",0.0
1216,"West baton rouge, Louisiana",0.0
1217,"West carroll parish, Louisiana",0.0
1218,"West carroll, Louisiana",0.0
1219,"West feliciana, Louisiana",0.0
1220,"Westchester, New York",0.0
1221,"Westmoreland, Pennsylvania",0.0
1222,"Westmoreland, Virginia",0.0
1223,"Wetzel, West Virginia",0.0
1224,"Wheeler, Oregon",0.0
1225,"White pine, Nevada",0.0
1226,"White, Arkansas",0.0
1227,"White, Illinois",0.0
1228,"White, Indiana",0.0
1229,"Whiteside, Illinois",0.0
1230,"Whitley, Indiana",0.0
1231,"Whitley, Kentucky",0.0
1232,"Whitman, Washington",0.0
1233,"Wilcox, Alabama",0.0
1234,"Will, Illinois",0.0
1235,"Williamson, Illinois",0.0
1236,"Winn, Louisiana",0.0
1237,"Winnebago, Illinois",0.0
1238,"Winnebago, Wisconsin",0.0
1239,"Winston, Alabama",0.0
1240,"Wolfe, Kentucky",0.0
1241,"Wood, Ohio",0.0
1242,"Wood, Wisconsin",0.0
1243,"Woodford, Illinois",0.0
1244,"Woodford, Kentucky",0.0
1245,"Woodruff, Arkansas",0.0
1246,"Worcester, Maryland",0.0
1247,"Worcester, Massachusetts",0.0
1248,"Wyandot, Ohio",0.0
1249,"Wyandotte, Kansas",0.0
1250,"Wyoming, New York",0.0
1251,"Wyoming, Pennsylvania",0.0
1252,"Yakutat, Alaska",0.0
1253,"Yamhill, Oregon",0.0
1254,"Yankton, South Dakota",0.0
1255,"Yavapai, Arizona",0.0
1256,"Yell, Arkansas",0.0
1257,"Yellow medicine county, Minnesota",0.0
1258,"Yolo, California",0.0
1259,"York county, Pennsylvania",0.0
1260,"York, Maine",0.0
1261,"York, Pennsylvania",0.0
1262,"Yuba, California",0.0
1263,"Yuma county, Arizona",0.0
1264,"Yuma, Arizona",0.0
