,county,"2,4-D"
789,"Franklin, Louisiana",0.0
790,"Franklin, Maine",0.0
791,"Franklin, Massachusetts",0.0
792,"Franklin, Missouri",0.0
793,"Franklin, Nebraska",0.0
794,"Franklin, New York",0.0
795,"Franklin, North Carolina",0.0
796,"Franklin, Ohio",0.0
797,"Franklin, Pennsylvania",0.0
798,"Franklin, Texas",0.0
799,"Franklin, Vermont",0.0
800,"Franklin, Virginia",0.0
801,"Franklin, Washington",0.0
802,"Frederick, Maryland",0.0022513089005235603
803,"Frederick, Virginia",0.0
804,"Freeborn, Minnesota",0.0
805,"Freestone, Texas",0.0
806,"Fremont, Idaho",0.0
807,"Fremont, Iowa",0.0
808,"Fremont, Wyoming",0.0
809,"Fresno, California",0.0
810,"Frio, Texas",0.0
811,"Frontier, Nebraska",0.0
812,"Fulton, Arkansas",0.0
813,"Fulton, Illinois",0.0
814,"Fulton, Indiana",0.0
815,"Fulton, Kentucky",0.0
816,"Fulton, New York",0.0
817,"Fulton, Ohio",0.0
818,"Fulton, Pennsylvania",0.0
819,"Furnas, Nebraska",0.0
820,"Gadsden, Florida",0.0
821,"Gage, Nebraska",0.0
822,"Gaines, Texas",0.0
823,"Galax, Virginia",0.0
824,"Gallatin, Illinois",0.0
825,"Gallatin, Kentucky",0.0
826,"Gallatin, Montana",0.0
827,"Galveston, Texas",0.0
828,"Garden, Nebraska",0.0
829,"Garfield, Montana",0.0
830,"Garfield, Nebraska",0.0
831,"Garfield, Oklahoma",0.0
832,"Garfield, Utah",0.0
833,"Garfield, Washington",0.0
834,"Garland, Arkansas",0.0
835,"Garrard, Kentucky",0.0
836,"Garrett, Maryland",0.0028846153846153843
837,"Garvin, Oklahoma",0.0
838,"Garza, Texas",0.0
839,"Gasconade, Missouri",0.0
840,"Gaston, North Carolina",0.0
841,"Gates, North Carolina",0.0
842,"Geauga, Ohio",0.0
843,"Gem, Idaho",0.0
844,"Genesee, Michigan",0.0
845,"Genesee, New York",0.0
846,"Geneva, Alabama",0.0
847,"Gentry, Missouri",0.0
848,"Georgetown, South Carolina",0.0
849,"Gibson, Indiana",0.0
850,"Gila, Arizona",0.0
851,"Gilchrist, Florida",0.0
852,"Giles, Tennessee",0.0
853,"Giles, Virginia",0.0
854,"Gillespie, Texas",0.0
855,"Gilliam, Oregon",0.0
856,"Gilmer, West Virginia",0.0
857,"Glacier, Montana",0.0
858,"Glades, Florida",0.0
859,"Gladwin, Michigan",0.0
860,"Glenn, California",0.0
861,"Gloucester, New Jersey",0.0
862,"Gogebic, Michigan",0.0
863,"Golden valley, Montana",0.0
864,"Golden valley, North Dakota",0.0
865,"Goliad, Texas",0.0
866,"Gonzales, Texas",0.0
867,"Goochland, Virginia",0.0
868,"Goodhue, Minnesota",0.0
869,"Gooding, Idaho",0.0
870,"Goshen, Wyoming",0.0
871,"Gosper, Nebraska",0.0
872,"Grady, Oklahoma",0.0
873,"Grafton, New Hampshire",0.0
874,"Graham county, Arizona",0.0
875,"Graham, Arizona",0.0
876,"Graham, North Carolina",0.0
877,"Grand forks, North Dakota",0.0
878,"Grand isle, Vermont",0.0
879,"Grand traverse, Michigan",0.0
880,"Grand, Utah",0.0
881,"Granite, Montana",0.0
882,"Grant, Arkansas",0.0
883,"Grant, Indiana",0.0
884,"Grant, Kansas",0.4
885,"Grant, Kentucky",0.0
886,"Grant, Louisiana",0.0
887,"Grant, Minnesota",0.0
888,"Grant, Nebraska",0.0
889,"Grant, New Mexico",0.019192307692307693
890,"Grant, North Dakota",0.0
891,"Grant, Oklahoma",0.0
892,"Grant, Oregon",0.0
893,"Grant, South Dakota",0.0
894,"Grant, Washington",0.0
895,"Grant, West Virginia",0.0
896,"Grant, Wisconsin",0.0
897,"Granville, North Carolina",0.0
898,"Gratiot, Michigan",0.0
899,"Graves, Kentucky",0.0
900,"Gray, Texas",0.0
901,"Grays harbor, Washington",0.0
902,"Grayson, Kentucky",0.0
903,"Grayson, Texas",0.0
904,"Grayson, Virginia",0.0
905,"Greeley, Nebraska",0.0
906,"Green lake, Wisconsin",0.0
907,"Green, Kentucky",0.0
908,"Green, Wisconsin",0.0
909,"Greenbrier, West Virginia",0.0
910,"Greene, Alabama",0.0
911,"Greene, Arkansas",0.0
912,"Greene, Illinois",0.0
913,"Greene, Indiana",0.0
914,"Greene, Iowa",0.0
915,"Greene, Missouri",0.0
916,"Greene, New York",0.0
917,"Greene, North Carolina",0.0
918,"Greene, Ohio",0.0
919,"Greene, Pennsylvania",0.0
920,"Greene, Virginia",0.0
921,"Greenlee, Arizona",0.0
922,"Greensville, Virginia",0.0
923,"Greenup, Kentucky",0.0
924,"Greenville, South Carolina",0.0
925,"Greenwood, South Carolina",0.0
926,"Greer, Oklahoma",0.0
927,"Gregg, Texas",0.0
928,"Gregory, South Dakota",0.0
929,"Griggs, North Dakota",0.0
930,"Grimes, Texas",0.0
931,"Grundy, Illinois",0.0
932,"Grundy, Iowa",0.0
933,"Grundy, Missouri",0.0
934,"Guadalupe, New Mexico",0.0
935,"Guadalupe, Texas",0.0
936,"Guilford, North Carolina",0.0
937,"Guillford, North Carolina",0.0
938,"Gulf, Florida",0.0041333333333333335
939,"Guthrie, Iowa",0.0
940,"Hale, Alabama",0.0
941,"Hale, Texas",0.0
942,"Halifax, North Carolina",0.004186046511627906
943,"Halifax, Virginia",0.0
944,"Hall, Nebraska",0.0
945,"Hall, Texas",0.0
946,"Hamilton, Florida",0.022727272727272728
947,"Hamilton, Indiana",0.0
948,"Hamilton, Iowa",0.0
949,"Hamilton, Nebraska",0.0
950,"Hamilton, New York",0.0
951,"Hamilton, Ohio",0.0
952,"Hamilton, Tennessee",0.0
953,"Hamilton, Texas",0.0
954,"Hamlin, South Dakota",0.0
955,"Hampden, Massachusetts",0.0024096385542168677
956,"Hampshire, Massachusetts",0.0
957,"Hampshire, West Virginia",0.0
958,"Hampton, South Carolina",0.0
959,"Hancock, Illinois",0.0
960,"Hancock, Indiana",0.0
961,"Hancock, Iowa",0.0
962,"Hancock, Kentucky",0.0
963,"Hancock, Maine",0.0
964,"Hancock, West Virginia",0.0
965,"Hanover, Virginia",0.0
966,"Hansford, Texas",0.0
967,"Hardee, Florida",0.0
968,"Hardeman, Texas",0.0
969,"Hardin, Illinois",0.0
970,"Hardin, Iowa",0.0
971,"Hardin, Kentucky",0.006904761904761904
972,"Hardin, Texas",0.0
973,"Harding, New Mexico",0.0
974,"Harding, South Dakota",0.0
975,"Hardy, West Virginia",0.0
976,"Harford county, Maryland",0.0
977,"Harford, Maryland",0.007192118226600985
978,"Harlan, Kentucky",0.0
979,"Harlan, Nebraska",0.0
980,"Harnett, North Carolina",0.006086956521739131
981,"Harney, Oregon",0.0
982,"Harris, Texas",0.0010869565217391304
983,"Harrison, Indiana",0.0
984,"Harrison, Iowa",0.0
985,"Harrison, Kentucky",0.0
986,"Harrison, Missouri",0.0
987,"Harrison, Texas",0.02125
988,"Harrison, West Virginia",0.0
989,"Harrisonburg, Virginia",0.0
990,"Hart, Kentucky",0.0
991,"Hartford, Connecticut",0.0
992,"Haskell, Texas",0.0
993,"Hawaii, Hawaii",0.0
994,"Hawkins, Tennessee",0.0
995,"Hayes, Nebraska",0.0
996,"Hays, Texas",0.0
997,"Haywood, North Carolina",0.0
998,"Hemphill, Texas",0.0
999,"Hempstead, Arkansas",0.0
1000,"Henderson, Illinois",0.0
1001,"Henderson, Kentucky",0.0
1002,"Henderson, North Carolina",0.0
1003,"Henderson, Texas",0.45
1004,"Hendricks, Indiana",0.0
1005,"Hendry, Florida",0.0
1006,"Hennepin, Minnesota",0.0
1007,"Henrico, Virginia",0.0
1008,"Henry, Alabama",0.0
1009,"Henry, Illinois",0.0
1010,"Henry, Indiana",0.0
1011,"Henry, Iowa",0.0
1012,"Henry, Kentucky",0.0
1013,"Henry, Missouri",0.0
1014,"Henry, Ohio",0.0
1015,"Henry, Virginia",0.0
1016,"Herkimer, New York",0.0
1017,"Hernando, Florida",0.0
1018,"Hertford, North Carolina",0.0
1019,"Hickman, Kentucky",0.0
1020,"Hickory, Missouri",0.0
1021,"Hidalgo, New Mexico",0.0380952380952381
1022,"Hidalgo, Texas",0.0
1023,"Highland, Ohio",0.0
1024,"Highlands, Florida",0.0
1025,"Hill, Montana",0.0
1026,"Hill, Texas",0.0
1027,"Hills, Florida",5.9553349875930525e-05
1028,"Hills, New Hampshire",0.0
1029,"Hillsborough county, Florida",0.0
1030,"Hillsborough county, New Hampshire",0.0
1031,"Hillsborough, Florida",0.0
1032,"Hillsborough, New Hampshire",0.0
1033,"Hillsdale, Michigan",0.0
1034,"Hitchcock, Nebraska",0.0
1035,"Hocking, Ohio",0.0
1036,"Hockley, Texas",0.0
1037,"Hoke, North Carolina",0.0
1038,"Holmes, Florida",0.0
1039,"Holmes, Ohio",0.0
1040,"Holt, Missouri",0.0
1041,"Holt, Nebraska",0.0
1042,"Honolulu, Hawaii",0.0
1043,"Hood river, Oregon",0.0
1044,"Hood, Texas",0.0
1045,"Hooker, Nebraska",0.0
1046,"Hopewell, Virginia",0.0
1047,"Hopkins, Kentucky",0.0
1048,"Hopkins, Texas",0.0
1049,"Horry, South Carolina",0.0
1050,"Hot spring, Arkansas",0.0
1051,"Hot springs, Wyoming",0.0
1052,"Houghton, Michigan",0.0
1053,"Houston, Alabama",0.0
1054,"Houston, Minnesota",0.0
1055,"Houston, Texas",0.0
1056,"Howard, Arkansas",0.0
1057,"Howard, Indiana",0.0
1058,"Howard, Iowa",0.0
1059,"Howard, Maryland",0.0
1060,"Howard, Missouri",0.0
1061,"Howard, Nebraska",0.0
1062,"Howard, Texas",0.0
1063,"Howell, Missouri",0.0
1064,"Hubbard, Minnesota",0.0
1065,"Hudson, New Jersey",0.0
1066,"Hughes, Oklahoma",0.0
1067,"Hughes, South Dakota",0.0
1068,"Humboldt, Iowa",0.0
1069,"Humboldt, Nevada",0.0
1070,"Hunt, Texas",0.0
1071,"Hunterdon, New Jersey",0.0
1072,"Huntingdon, Pennsylvania",0.0
1073,"Huntington, Indiana",0.0
1074,"Huron, Michigan",0.0
1075,"Huron, Ohio",0.0
1076,"Hutchinson, Texas",0.0
1077,"Hyde, North Carolina",0.0
1078,"Iberia parish, Louisiana",0.0
1079,"Iberia, Louisiana",0.0
1080,"Iberville, Louisiana",0.0
1081,"Ida, Iowa",0.0
1082,"Idaho, Idaho",0.0
1083,"Imperial, California",0.0
1084,"Independence, Arkansas",0.0
1085,"Indian river, Florida",0.0
1086,"Indiana, Pennsylvania",0.0
1087,"Ingham, Michigan",0.0
1088,"Inyo, California",0.0
1089,"Ionia, Michigan",0.0
1090,"Iosco, Michigan",0.0
1091,"Iowa, Iowa",0.0
1092,"Iowa, Wisconsin",0.0
1093,"Iredell, North Carolina",0.0
1094,"Iron, Michigan",0.0
1095,"Iron, Missouri",0.0
1096,"Iron, Utah",0.0
1097,"Iron, Wisconsin",0.0
1098,"Iroquois, Illinois",0.0
1099,"Isabella, Michigan",0.0
1100,"Isanti, Minnesota",0.0
1101,"Island, Washington",0.0
1102,"Itasca, Minnesota",0.0
1103,"Izard, Arkansas",0.0
1104,"Jack, Texas",0.0
1105,"Jackson county, Florida",0.0
1106,"Jackson, Alabama",0.027714285714285712
1107,"Jackson, Arkansas",0.0
1108,"Jackson, Florida",0.0
1109,"Jackson, Illinois",0.10526315789473684
1110,"Jackson, Indiana",0.0
1111,"Jackson, Iowa",0.0
1112,"Jackson, Kentucky",0.0
1113,"Jackson, Louisiana",0.0
1114,"Jackson, Michigan",0.0
1115,"Jackson, Minnesota",0.0
1116,"Jackson, Missouri",0.0
1117,"Jackson, North Carolina",0.0014646464646464648
1118,"Jackson, Oklahoma",0.0
1119,"Jackson, Oregon",0.0
1120,"Jackson, Texas",0.0
1121,"Jackson, West Virginia",0.0
1122,"Jackson, Wisconsin",0.0
1123,"James city, Virginia",0.0
1124,"Jasper county, Missouri",0.0
1125,"Jasper, Illinois",0.0
1126,"Jasper, Indiana",0.0
1127,"Jasper, Iowa",0.0
1128,"Jasper, Missouri",0.0
1129,"Jasper, South Carolina",0.0
1130,"Jasper, Texas",0.0
1131,"Jay, Indiana",0.0
1132,"Jefferson county, Florida",0.0
1133,"Jefferson county, Pennsylvania",0.0
1134,"Jefferson davis, Louisiana",0.0
1135,"Jefferson, Alabama",0.0
1136,"Jefferson, Arkansas",0.0
1137,"Jefferson, Florida",0.0
1138,"Jefferson, Idaho",0.0
1139,"Jefferson, Indiana",0.0
1140,"Jefferson, Iowa",0.0
1141,"Jefferson, Kentucky",0.0
1142,"Jefferson, Louisiana",0.0
1143,"Jefferson, Missouri",0.0
1144,"Jefferson, Montana",0.0
1145,"Jefferson, Nebraska",0.0
1146,"Jefferson, New York",0.0
1147,"Jefferson, Oklahoma",0.0
1148,"Jefferson, Oregon",0.0
1149,"Jefferson, Pennsylvania",0.0
1150,"Jefferson, Texas",0.0
1151,"Jefferson, Washington",0.0
1152,"Jefferson, West Virginia",0.0
1153,"Jefferson, Wisconsin",0.0
1154,"Jennings, Indiana",0.0
1155,"Jerauld, South Dakota",0.0
1156,"Jerome, Idaho",0.0
1157,"Jersey, Illinois",0.0
1158,"Jessamine, Kentucky",0.0
1159,"Jim hogg, Texas",0.0
1160,"Jim wells, Texas",0.0
1161,"Jo daviess, Illinois",0.0
1162,"Johnson, Arkansas",0.0
1163,"Johnson, Illinois",0.0
1164,"Johnson, Indiana",0.0
1165,"Johnson, Iowa",0.0
1166,"Johnson, Kansas",0.0
1167,"Johnson, Kentucky",0.0
1168,"Johnson, Missouri",0.0
1169,"Johnson, Nebraska",0.0
1170,"Johnson, Texas",0.0
1171,"Johnson, Wyoming",0.0
1172,"Johnston, North Carolina",0.0024999999999999996
1173,"Johnston, Oklahoma",0.0
1174,"Jones, Iowa",0.0
1175,"Jones, North Carolina",0.0
1176,"Jones, Texas",0.0
1177,"Josephine, Oregon",0.0
1178,"Juab, Utah",0.0
1179,"Judith basin, Montana",0.0
1180,"Juneau city and, Alaska",0.0
1181,"Juneau, Wisconsin",0.0
1182,"Juniata, Pennsylvania",0.0
1183,"Kalamazoo, Michigan",0.0
1184,"Kalkaska, Michigan",0.0
1185,"Kanabec, Minnesota",0.0
1186,"Kanawha, West Virginia",0.0
1187,"Kandiyohi, Minnesota",0.0
1188,"Kane, Illinois",0.0
1189,"Kane, Utah",0.0
1190,"Kankakee, Illinois",0.04
1191,"Karnes, Texas",0.0
1192,"Kauai, Hawaii",0.0
1193,"Kaufman, Texas",0.0
1194,"Kay, Oklahoma",0.0
1195,"Kearney, Nebraska",0.0
1196,"Keith, Nebraska",0.0
1197,"Kendall, Illinois",0.0
1198,"Kendall, Texas",0.0
1199,"Kennebec, Maine",0.0
1200,"Kenosha, Wisconsin",0.0
1201,"Kent, Maryland",0.0
1202,"Kent, Michigan",0.0
1203,"Kent, Rhode Island",0.0
1204,"Kent, Texas",0.0
1205,"Kenton, Kentucky",0.0
1206,"Keokuk, Iowa",0.0
1207,"Kern, California",0.0004608294930875576
1208,"Kerr, Texas",0.0
1209,"Kershaw, South Carolina",0.0
1210,"Ketchikan gateway, Alaska",0.0
1211,"Kewaunee, Wisconsin",0.0
1212,"Keweenaw, Michigan",0.0
1213,"Keya paha, Nebraska",0.0
1214,"Kidder, North Dakota",0.0
1215,"Kimball, Nebraska",0.0
1216,"Kimble, Texas",0.0
1217,"King george, Virginia",0.0
1218,"King william, Virginia",0.0
1219,"King, Texas",0.0
1220,"King, Washington",0.0
1221,"Kingfisher, Oklahoma",0.0
1222,"Kings, California",0.0
1223,"Kingsbury, South Dakota",0.0
1224,"Kitsap, Washington",0.0012714776632302405
1225,"Kittitas, Washington",0.0
1226,"Kittson, Minnesota",0.0
1227,"Klamath, Oregon",0.0
1228,"Kleberg, Texas",0.0
1229,"Klickitat, Washington",0.0
1230,"Knott, Kentucky",0.0
1231,"Knox, Illinois",0.0
1232,"Knox, Indiana",0.0
1233,"Knox, Kentucky",0.0
1234,"Knox, Maine",0.0
1235,"Knox, Nebraska",0.0
1236,"Knox, Ohio",0.0
1237,"Knox, Tennessee",0.0
1238,"Knox, Texas",0.0
1239,"Koochiching county, Minnesota",0.0
1240,"Koochiching, Minnesota",0.0
1241,"Kootenai, Idaho",0.021403508771929824
1242,"Kosciusko, Indiana",0.0
1243,"Kossuth, Iowa",0.0
1244,"La crosse, Wisconsin",0.0
1245,"La grange, Indiana",0.0
1246,"La paz, Arizona",0.0
1247,"La plata, Colorado",0.0
1248,"La porte, Indiana",0.0
1249,"La salle, Illinois",0.0
1250,"La salle, Louisiana",0.0
1251,"La salle, Texas",0.0
1252,"Lac qui parle, Minnesota",0.0
1253,"Lackawanna, Pennsylvania",0.0
1254,"Laclede, Missouri",0.0
1255,"Lafayette parish, Louisiana",0.0
1256,"Lafayette, Arkansas",0.0
1257,"Lafayette, Florida",0.0
1258,"Lafayette, Louisiana",0.0
1259,"Lafayette, Missouri",0.0
1260,"Lafayette, Wisconsin",0.0
1261,"Lafourche, Louisiana",0.0
1262,"Lagrange, Indiana",0.0
1263,"Lake, California",0.0
1264,"Lake, Florida",0.00019880715705765408
1265,"Lake, Illinois",0.0
1266,"Lake, Indiana",0.0
1267,"Lake, Michigan",0.0
1268,"Lake, Minnesota",0.0
1269,"Lake, Montana",0.0
1270,"Lake, Oregon",0.0
1271,"Lake, South Dakota",0.0
1272,"Lamar, Alabama",0.0
1273,"Lamar, Texas",0.0
1274,"Lamb, Texas",0.0
1275,"Lamoille, Vermont",0.0
1276,"Lamoure, North Dakota",0.0
1277,"Lampasas, Texas",0.0
1278,"Lancaster county, Pennsylvania",0.0
1279,"Lancaster, Nebraska",0.0
1280,"Lancaster, Pennsylvania",0.0
1281,"Lancaster, South Carolina",0.12615384615384617
1282,"Lancaster, Virginia",0.0
1283,"Lander, Nevada",0.0
1284,"Lane, Oregon",0.0
1285,"Langlade, Wisconsin",0.0
1286,"Lapeer, Michigan",0.0
1287,"Laporte, Indiana",0.0
1288,"Laramie, Wyoming",0.0
1289,"Larue, Kentucky",0.0
1290,"Lasalle, Illinois",0.0
1291,"Latah, Idaho",0.0
1292,"Lauderdale, Alabama",0.0
1293,"Laurel, Kentucky",0.0
1294,"Laurens, South Carolina",0.0
1295,"Lavaca, Texas",0.0
1296,"Lawrence county, Arkansas",0.0
1297,"Lawrence, Alabama",0.0
1298,"Lawrence, Arkansas",0.0
1299,"Lawrence, Illinois",0.0
1300,"Lawrence, Indiana",0.0
1301,"Lawrence, Kentucky",0.0
1302,"Lawrence, Missouri",0.0
1303,"Lawrence, Ohio",0.0
1304,"Lawrence, Pennsylvania",0.0
1305,"Lawrence, South Dakota",0.0
1306,"Le sueur, Minnesota",0.0
1307,"Lea, New Mexico",0.0
1308,"Lebanon county, Pennsylvania",0.0
1309,"Lebanon, Pennsylvania",0.0
1310,"Lee county, South Carolina",0.0
1311,"Lee, Alabama",0.0
1312,"Lee, Arkansas",0.0
1313,"Lee, Florida",0.0
1314,"Lee, Illinois",0.0
1315,"Lee, Iowa",0.0
1316,"Lee, Kentucky",0.0
1317,"Lee, North Carolina",0.03225806451612903
1318,"Lee, South Carolina",0.0
1319,"Lee, Texas",0.0
1320,"Leelanau, Michigan",0.0
1321,"Lehigh county, Pennsylvania",0.0
1322,"Lehigh, Pennsylvania",0.0
1323,"Lemhi, Idaho",0.0
1324,"Lenawee, Michigan",0.0
1325,"Lenoir, North Carolina",0.0
1326,"Leon, Florida",0.0003790322580645161
1327,"Leon, Texas",0.0
1328,"Leslie, Kentucky",0.0
1329,"Letcher, Kentucky",0.0
1330,"Levy county, Florida",0.0
1331,"Levy, Florida",0.0
1332,"Lewis and clark, Montana",0.5649717514124294
1333,"Lewis county, Washington",0.0
1334,"Lewis, Idaho",0.0
1335,"Lewis, Kentucky",0.0
1336,"Lewis, Missouri",0.0
1337,"Lewis, New York",0.0
1338,"Lewis, Washington",0.0
1339,"Lewis, West Virginia",0.0
1340,"Lexington county, South Carolina",0.0
1341,"Lexington, South Carolina",0.0
1342,"Liberty, Florida",0.0
1343,"Liberty, Montana",0.0
1344,"Liberty, Texas",0.0
1345,"Licking, Ohio",0.0
1346,"Limestone, Alabama",0.0
1347,"Limestone, Texas",0.0
1348,"Lincoln parish, Louisiana",0.0
1349,"Lincoln, Arkansas",0.0
1350,"Lincoln, Idaho",0.0
1351,"Lincoln, Kentucky",0.0
1352,"Lincoln, Louisiana",0.0
1353,"Lincoln, Maine",0.0
1354,"Lincoln, Minnesota",0.0
1355,"Lincoln, Missouri",0.0
1356,"Lincoln, Montana",0.0
1357,"Lincoln, Nebraska",0.0
1358,"Lincoln, Nevada",0.0
1359,"Lincoln, New Mexico",0.0
1360,"Lincoln, North Carolina",0.0
1361,"Lincoln, Oklahoma",0.0
1362,"Lincoln, Oregon",0.0
1363,"Lincoln, Washington",0.0
1364,"Lincoln, West Virginia",0.0
1365,"Lincoln, Wisconsin",0.0
1366,"Lincoln, Wyoming",0.0
1367,"Linn county, Oregon",0.0
1368,"Linn, Iowa",0.0
1369,"Linn, Missouri",0.0
1370,"Linn, Oregon",0.0
1371,"Litchfield, Connecticut",0.0
1372,"Little river, Arkansas",0.0
1373,"Live oak, Texas",0.0
1374,"Livingston county, New York",0.0
1375,"Livingston parish, Louisiana",0.0
1376,"Livingston, Illinois",0.0
1377,"Livingston, Kentucky",0.0
1378,"Livingston, Louisiana",0.0
1379,"Livingston, Michigan",0.0
1380,"Livingston, Missouri",0.0
1381,"Livingston, New York",0.0
1382,"Llano, Texas",0.0
1383,"Logan, Arkansas",0.0
1384,"Logan, Illinois",0.0
1385,"Logan, Nebraska",0.0
1386,"Logan, North Dakota",0.0
1387,"Logan, Ohio",0.0
1388,"Logan, Oklahoma",0.0
1389,"Logan, West Virginia",0.0
1390,"Lonoke, Arkansas",0.0
1391,"Los alamos, New Mexico",0.0
1392,"Los angeles, California",0.0
1393,"Loudoun, Virginia",0.0
1394,"Louisa, Iowa",0.0
1395,"Louisa, Virginia",0.0
1396,"Loup, Nebraska",0.0
1397,"Love, Oklahoma",0.09090909090909091
1398,"Lowndes, Alabama",0.0
1399,"Lubbock, Texas",0.0
1400,"Lucas, Iowa",0.0
1401,"Lucas, Ohio",0.0
1402,"Luce, Michigan",0.0
1403,"Luna, New Mexico",0.0
1404,"Lunenburg, Virginia",0.0
1405,"Luzerne county, Pennsylvania",0.0
1406,"Luzerne, Pennsylvania",0.0
1407,"Lycoming county, Pennsylvania",0.0
1408,"Lycoming, Pennsylvania",0.0
1409,"Lyman, South Dakota",0.0
1410,"Lynchburg, Virginia",0.0
1411,"Lynn, Texas",0.0
1412,"Lyon, Iowa",0.0
1413,"Lyon, Kentucky",0.0
1414,"Lyon, Minnesota",0.0
1415,"Lyon, Nevada",0.0
1416,"Mackinac, Michigan",0.0
1417,"Macomb, Michigan",0.0
1418,"Macon, Alabama",0.13555555555555554
1419,"Macon, Illinois",0.0
1420,"Macon, Missouri",0.0
1421,"Macon, North Carolina",0.0
1422,"Macoupin, Illinois",0.0
1423,"Madera, California",0.0
1424,"Madison, Alabama",0.0
1425,"Madison, Florida",0.0
1426,"Madison, Idaho",0.06487179487179487
1427,"Madison, Illinois",0.0
1428,"Madison, Indiana",0.0
1429,"Madison, Iowa",0.0
1430,"Madison, Kentucky",0.0
1431,"Madison, Louisiana",0.0
1432,"Madison, Missouri",0.0
1433,"Madison, Montana",0.0
1434,"Madison, Nebraska",0.0
1435,"Madison, New York",0.0
1436,"Madison, North Carolina",0.0
1437,"Madison, Ohio",0.0
1438,"Madison, Texas",0.0
1439,"Madison, Virginia",0.0
1440,"Magoffin, Kentucky",0.0
1441,"Mahaska, Iowa",0.0
1442,"Mahnomen, Minnesota",0.0
1443,"Major, Oklahoma",0.0
1444,"Malheur, Oregon",0.0
1445,"Manassas, Virginia",0.375
1446,"Manatee county, Florida",0.0
1447,"Manatee, Florida",0.0
1448,"Manistee, Michigan",0.0
1449,"Manitowoc, Wisconsin",0.0
1450,"Marathon, Wisconsin",0.0
1451,"Marengo, Alabama",0.0
1452,"Maricopa, Arizona",0.002061628760088041
1453,"Maries county, Missouri",0.0
1454,"Maries, Missouri",0.0
1455,"Marin, California",0.0
1456,"Marinette, Wisconsin",0.0
1457,"Marion county, Missouri",0.0
1458,"Marion, Alabama",0.0
1459,"Marion, Arkansas",0.0
1460,"Marion, Florida",0.0020506912442396314
1461,"Marion, Illinois",0.0
1462,"Marion, Indiana",0.016666666666666666
1463,"Marion, Iowa",0.0
1464,"Marion, Kentucky",0.0
1465,"Marion, Missouri",0.0
1466,"Marion, Ohio",0.05714285714285715
1467,"Marion, Oregon",0.0
1468,"Marion, South Carolina",0.0
1469,"Marion, Texas",0.0
1470,"Marion, West Virginia",0.0
1471,"Mariposa, California",0.0
1472,"Marlboro, South Carolina",0.0
1473,"Marquette, Michigan",0.0
1474,"Marquette, Wisconsin",0.0
1475,"Marshall, Alabama",0.0
1476,"Marshall, Illinois",0.0
1477,"Marshall, Indiana",0.0
1478,"Marshall, Iowa",0.0
1479,"Marshall, Kentucky",0.0
1480,"Marshall, Minnesota",0.0
1481,"Marshall, West Virginia",0.0
1482,"Martin county, Florida",0.0
1483,"Martin, Florida",0.0
1484,"Martin, Indiana",0.0
1485,"Martin, Kentucky",0.0
1486,"Martin, Minnesota",0.0
1487,"Martin, North Carolina",0.0
1488,"Martin, Texas",0.0
1489,"Martinsville, Virginia",0.0
1490,"Mason, Illinois",0.0
1491,"Mason, Kentucky",0.0
1492,"Mason, Michigan",0.0
1493,"Mason, Texas",0.0
1494,"Mason, Washington",0.0
1495,"Mason, West Virginia",0.0
1496,"Massac, Illinois",0.0
1497,"Matagorda, Texas",0.0
1498,"Maui, Hawaii",0.0
1499,"Maverick, Texas",0.0
1500,"Mayes, Oklahoma",0.0
1501,"Mcclain, Oklahoma",0.0
1502,"Mccone, Montana",0.0
1503,"Mccook, South Dakota",0.0
1504,"Mccormick, South Carolina",0.0
1505,"Mccracken, Kentucky",0.0
1506,"Mccreary, Kentucky",0.0
1507,"Mcculloch, Texas",0.0
1508,"Mcdonald, Missouri",0.0
1509,"Mcdonough, Illinois",0.0
1510,"Mcdowell, North Carolina",0.0
1511,"Mcdowell, West Virginia",0.0
1512,"Mchenry, Illinois",0.0
1513,"Mchenry, North Dakota",0.0
1514,"Mcintosh, North Dakota",0.0
1515,"Mcintosh, Oklahoma",0.0
1516,"Mckean county, Pennsylvania",0.0
1517,"Mckean, Pennsylvania",0.0
1518,"Mckenzie, North Dakota",0.0
1519,"Mckinley, New Mexico",0.0
1520,"Mclean, Illinois",0.0
1521,"Mclean, Kentucky",0.03692307692307692
1522,"Mclean, North Dakota",0.0
1523,"Mclennan, Texas",0.003448275862068966
1524,"Mcleod, Minnesota",0.0
1525,"Mcpherson, Nebraska",0.0
1526,"Meade, Kentucky",0.0
1527,"Meade, South Dakota",0.0
1528,"Meagher, Montana",0.0
1529,"Mecklenburg, North Carolina",0.0
1530,"Mecklenburg, Virginia",0.0
1531,"Mecosta, Michigan",0.0
1532,"Medina, Ohio",0.0
1533,"Medina, Texas",0.0
1534,"Meeker, Minnesota",0.0
1535,"Meigs, Ohio",0.0
1536,"Menard, Illinois",0.0
1537,"Menard, Texas",0.0
1538,"Mendocino, California",0.0
1539,"Menifee, Kentucky",0.0
1540,"Menominee, Michigan",0.0
1541,"Merced, California",0.007692307692307693
1542,"Mercer county, Pennsylvania",0.0
1543,"Mercer, Illinois",0.0
1544,"Mercer, Kentucky",0.0
1545,"Mercer, Missouri",0.0
1546,"Mercer, New Jersey",0.0
1547,"Mercer, North Dakota",0.0
1548,"Mercer, Pennsylvania",0.0
1549,"Mercer, West Virginia",0.0036111111111111114
1550,"Merrick, Nebraska",0.0
