,county,fecal_coliform
805,"Roane, West Virginia",0.0
806,"Roanoke, Virginia",0.0
807,"Robeson, North Carolina",0.0
808,"Rock island, Illinois",0.0
809,"Rock, Wisconsin",0.0
810,"Rockingham, North Carolina",0.0
811,"Rockwall, Texas",0.0
812,"Rooks, Kansas",0.0
813,"Rosebud, Montana",0.0
814,"Rowan, North Carolina",0.0
815,"Rush, Kansas",0.0
816,"Rusk, Texas",0.0
817,"Rusk, Wisconsin",0.0
818,"Russell, Alabama",0.0
819,"Russell, Kansas",0.0
820,"Rutherford, North Carolina",0.0
821,"Sabine, Texas",0.0
822,"Sac, Iowa",0.0
823,"Salem, New Jersey",0.0
824,"Salem, Virginia",0.0
825,"Saline, Illinois",0.0
826,"Saline, Kansas",0.0
827,"Salt lake, Utah",0.0
828,"Saluda, South Carolina",0.0
829,"Sampson, North Carolina",0.0
830,"San bernardino county, California",0.0
831,"San bernardino, California",0.0
832,"San diego county, California",0.0
833,"San diego, California",0.0
834,"San jacinto, Texas",0.0
835,"San juan, Utah",0.0
836,"San juan, Washington",0.0
837,"San patricio, Texas",0.0
838,"San saba, Texas",0.0
839,"Sandoval, New Mexico",0.0
840,"Sangamon, Illinois",0.0
841,"Sanpete, Utah",0.0
842,"Santa cruz, Arizona",0.0
843,"Santa fe, New Mexico",0.0
844,"Saratoga, New York",0.0
845,"Sauk, Wisconsin",0.0
846,"Sawyer, Wisconsin",0.0
847,"Schenectady, New York",0.0
848,"Schleicher, Texas",0.0
849,"Schuyler, Illinois",0.0
850,"Schuyler, New York",0.0
851,"Schuylkill, Pennsylvania",0.0
852,"Scotland, North Carolina",0.0
853,"Scott, Iowa",0.0
854,"Scott, Kansas",0.0
855,"Scurry, Texas",0.0
856,"Sedgwick, Kansas",0.0
857,"Sevier, Utah",0.0
858,"Seward, Kansas",0.0
859,"Shasta, California",0.0
860,"Shawano, Wisconsin",0.0
861,"Sheboygan, Wisconsin",0.0
862,"Shelby, Alabama",0.0
863,"Shelby, Illinois",0.0
864,"Shelby, Iowa",0.0
865,"Shelby, Texas",0.0
866,"Sheridan, Wyoming",0.0
867,"Silverbow, Montana",0.0
868,"Sioux, Iowa",0.0
869,"Skagit, Washington",0.0
870,"Skamania, Washington",0.0
871,"Slope, North Dakota",0.0
872,"Smith, Texas",0.0
873,"Smyth, Virginia",0.0
874,"Snohomish county, Washington",0.0
875,"Snohomish, Washington",0.0
876,"Snyder, Pennsylvania",0.0
877,"Socorro, New Mexico",0.0
878,"Somerset, New Jersey",0.0
879,"Somerset, Pennsylvania",0.0
880,"Somervell, Texas",0.0
881,"Sonoma, California",0.0
882,"Spartanburg, South Carolina",0.0
883,"Spokane, Washington",0.0
884,"Spotsylvania, Virginia",0.0
885,"St. clair, Alabama",0.0
886,"St. clair, Illinois",0.0
887,"St. croix, Wisconsin",0.0
888,"St. landry, Louisiana",0.0
889,"St. martin, Louisiana",0.0
890,"St. mary, Louisiana",0.0
891,"Stanly, North Carolina",0.0
892,"Stark, North Dakota",0.0
893,"Starr, Texas",0.0
894,"Stephens, Texas",0.0
895,"Stephenson, Illinois",0.0
896,"Steuben, New York",0.0
897,"Stevens, Washington",0.0
898,"Stillwater, Montana",0.0
899,"Stokes, North Carolina",0.0
900,"Stone, Missouri",0.0
901,"Stonewall, Texas",0.0
902,"Story, Iowa",0.0
903,"Sublette, Wyoming",0.0
904,"Sullivan, Pennsylvania",0.0
905,"Summit, Utah",0.0
906,"Sumner, Kansas",0.0
907,"Sumter, South Carolina",0.0
908,"Surry, North Carolina",0.0
909,"Susquehanna, Pennsylvania",0.0
910,"Sussex, New Jersey",0.0
911,"Sutton, Texas",0.0
912,"Swain, North Carolina",0.0
913,"Tallapoosa, Alabama",0.0
914,"Tama, Iowa",0.0
915,"Tarrant, Texas",0.0
916,"Taylor, Iowa",0.0
917,"Taylor, Texas",0.0
918,"Taylor, Wisconsin",0.0
919,"Tazewell, Illinois",0.0
920,"Teton, Wyoming",0.0
921,"Thomas, Kansas",0.0
922,"Thurston, Washington",0.0
923,"Tioga, Pennsylvania",0.0
924,"Titus, Texas",0.0
925,"Tooele, Utah",0.0
926,"Toole, Montana",0.0
927,"Torrance, New Mexico",0.0
928,"Transylvania, North Carolina",0.0
929,"Travis, Texas",0.0
930,"Trego, Kansas",0.0
931,"Trempealeau, Wisconsin",0.0
932,"Twin falls, Idaho",0.0
933,"Tyler, Texas",0.0
934,"Tyrrell, North Carolina",0.0
935,"Uinta, Wyoming",0.0
936,"Uintah, Utah",0.0
937,"Ulster, New York",0.0
938,"Union, Illinois",0.0
939,"Union, Iowa",0.0
940,"Union, New Jersey",0.0
941,"Union, North Carolina",0.0
942,"Union, Ohio",0.0
943,"Union, Pennsylvania",0.0
944,"Union, South Carolina",0.0
945,"Upshur, Texas",0.0
946,"Upton, Texas",0.0
947,"Utah, Utah",0.0
948,"Uvalde, Texas",0.0
949,"Val verde, Texas",0.0
950,"Valdez-cordova, Alaska",0.0
951,"Valencia, New Mexico",0.0
952,"Van zandt, Texas",0.0
953,"Vance, North Carolina",0.0
954,"Venango county, Pennsylvania",0.0
955,"Venango, Pennsylvania",0.0
956,"Vermilion, Illinois",0.0
957,"Vernon, Wisconsin",0.0
958,"Victoria, Texas",0.0
959,"Vilas, Wisconsin",0.0
960,"Wabash, Illinois",0.0
961,"Wabaunsee, Kansas",0.0
962,"Wahkiakum, Washington",0.0
963,"Wake, North Carolina",0.0
964,"Walker, Texas",0.0
965,"Walla walla, Washington",0.0
966,"Wallace, Kansas",0.0
967,"Waller, Texas",0.0
968,"Walworth, Wisconsin",0.0
969,"Ward, Texas",0.0
970,"Warren, New Jersey",0.0
971,"Warren, New York",0.0
972,"Warren, North Carolina",0.0
973,"Warren, Ohio",0.0
974,"Warren, Pennsylvania",0.0
975,"Wasatch, Utah",0.0
976,"Washakie, Wyoming",0.0
977,"Washburn, Wisconsin",0.0
978,"Washington county, Rhode Island",0.0
979,"Washington, Illinois",0.0
980,"Washington, Iowa",0.0
981,"Washington, Kansas",0.0
982,"Washington, Louisiana",0.0
983,"Washington, New York",0.0
984,"Washington, North Carolina",0.0
985,"Washington, Pennsylvania",0.0
986,"Washington, Rhode Island",0.0
987,"Washington, Texas",0.0
988,"Washington, Utah",0.0
989,"Washington, Wisconsin",0.0
990,"Washoe, Nevada",0.0
991,"Watauga, North Carolina",0.0
992,"Waukesha, Wisconsin",0.0
993,"Waupaca, Wisconsin",0.0
994,"Waushara, Wisconsin",0.0
995,"Wayne, Illinois",0.0
996,"Wayne, North Carolina",0.0
997,"Wayne, Ohio",0.0
998,"Wayne, Pennsylvania",0.0
999,"Wayne, Utah",0.0
1000,"Webb, Texas",0.0
1001,"Weber, Utah",0.0
1002,"Webster, Iowa",0.0
1003,"Westchester, New York",0.0
1004,"Westmoreland, Pennsylvania",0.0
1005,"Weston, Wyoming",0.0
1006,"Wharton, Texas",0.0
1007,"Whatcom, Washington",0.0
1008,"Wheatland, Montana",0.0
1009,"Wheeler, Texas",0.0
1010,"Whitman, Washington",0.0
1011,"Wichita, Kansas",0.0
1012,"Wichita, Texas",0.0
1013,"Wilbarger, Texas",0.0
1014,"Wilkes, North Carolina",0.0
1015,"Will, Illinois",0.0
1016,"Willacy, Texas",0.0
1017,"Williams, North Dakota",0.0
1018,"Williamsburg, South Carolina",0.0
1019,"Williamson, Illinois",0.0
1020,"Williamson, Texas",0.0
1021,"Wilson, Kansas",0.0
1022,"Wilson, North Carolina",0.0
1023,"Wilson, Texas",0.0
1024,"Winkler, Texas",0.0
1025,"Winn, Louisiana",0.0
1026,"Winnebago, Illinois",0.0
1027,"Winnebago, Iowa",0.0
1028,"Winnebago, Wisconsin",0.0
1029,"Winneshiek, Iowa",0.0
1030,"Wise, Texas",0.0
1031,"Wood, Texas",0.0
1032,"Wood, Wisconsin",0.0
1033,"Worth, Iowa",0.0
1034,"Wright, Iowa",0.0
1035,"Wyoming, Pennsylvania",0.0
1036,"Wyoming, West Virginia",0.0
1037,"Yadkin, North Carolina",0.0
1038,"Yakima, Washington",0.0
1039,"Yancey, North Carolina",0.0
1040,"Yavapai, Arizona",0.0
1041,"Yoakum, Texas",0.0
1042,"Yolo, California",0.0
1043,"York county, Pennsylvania",0.0
1044,"York, Maine",0.0
1045,"York, Pennsylvania",0.0
1046,"York, South Carolina",0.0
1047,"Young, Texas",0.0
1048,"Yukon-koyukuk, Alaska",0.0
1049,"Yuma county, Arizona",0.0
1050,"Yuma, Arizona",0.0
1051,"Zavala, Texas",0.0
