,county,"1,2-Dibromo-3-Chloropropane"
792,"Gloucester, New Jersey",0.0
793,"Gloucester, Virginia",0.0
794,"Gogebic, Michigan",0.0
795,"Goliad, Texas",0.0
796,"Gonzales, Texas",0.0
797,"Goochland, Virginia",0.0
798,"Goodhue, Minnesota",0.0
799,"Gooding, Idaho",0.0
800,"Goshen, Wyoming",0.0
801,"Gosper, Nebraska",0.0
802,"Gove, Kansas",0.0
803,"Grady, Oklahoma",0.0
804,"Grafton, New Hampshire",0.0
805,"Graham county, Arizona",0.0
806,"Graham, Arizona",0.0
807,"Graham, Kansas",0.0
808,"Graham, North Carolina",0.0
809,"Grand isle, Vermont",0.0
810,"Granite, Montana",0.0
811,"Grant, Arkansas",0.0
812,"Grant, Indiana",0.0
813,"Grant, Kansas",0.0
814,"Grant, Kentucky",0.0
815,"Grant, Louisiana",0.0
816,"Grant, Minnesota",0.0
817,"Grant, Nebraska",0.0
818,"Grant, New Mexico",0.0
819,"Grant, North Dakota",0.0
820,"Grant, Oklahoma",0.0
821,"Grant, Oregon",0.0
822,"Grant, South Dakota",0.0
823,"Grant, Washington",0.0
824,"Grant, West Virginia",0.0
825,"Grant, Wisconsin",0.0
826,"Granville, North Carolina",0.0
827,"Gratiot, Michigan",0.0
828,"Graves, Kentucky",0.0
829,"Gray, Kansas",0.0
830,"Gray, Texas",0.0
831,"Grays harbor, Washington",0.0
832,"Grayson, Kentucky",0.0
833,"Grayson, Texas",0.0
834,"Grayson, Virginia",0.0
835,"Greeley, Nebraska",0.0
836,"Green lake, Wisconsin",0.0
837,"Green, Kentucky",0.0
838,"Green, Wisconsin",0.0
839,"Greenbrier, West Virginia",0.0
840,"Greene, Alabama",0.0
841,"Greene, Arkansas",0.0
842,"Greene, Illinois",0.0
843,"Greene, Indiana",0.0
844,"Greene, Missouri",0.0
845,"Greene, North Carolina",0.0
846,"Greene, Pennsylvania",0.0
847,"Greene, Virginia",0.0
848,"Greenlee, Arizona",0.0
849,"Greensville, Virginia",0.0
850,"Greenup, Kentucky",0.0
851,"Greenville, South Carolina",0.0
852,"Greenwood, South Carolina",0.0
853,"Greer, Oklahoma",0.0
854,"Gregg, Texas",0.0
855,"Gregory, South Dakota",0.0
856,"Grimes, Texas",0.0
857,"Grundy, Illinois",0.0
858,"Grundy, Missouri",0.0
859,"Guadalupe, New Mexico",0.0
860,"Guadalupe, Texas",0.0
861,"Guilford, North Carolina",0.0
862,"Guillford, North Carolina",0.0
863,"Gulf, Florida",0.0
864,"Hale, Alabama",0.0
865,"Hale, Texas",0.026068376068376066
866,"Halifax, North Carolina",0.0
867,"Halifax, Virginia",0.0
868,"Hall, Nebraska",0.0
869,"Hall, Texas",0.0
870,"Hamilton, Florida",0.00048148148148148144
871,"Hamilton, Indiana",0.0
872,"Hamilton, Nebraska",0.0
873,"Hamilton, Tennessee",0.0
874,"Hamilton, Texas",0.0
875,"Hamlin, South Dakota",0.0
876,"Hampden, Massachusetts",0.0
877,"Hampshire, Massachusetts",0.0
878,"Hampshire, West Virginia",0.0
879,"Hampton, South Carolina",0.0
880,"Hancock, Illinois",0.0
881,"Hancock, Indiana",0.0
882,"Hancock, Kentucky",0.0
883,"Hancock, Maine",0.0
884,"Hancock, West Virginia",0.0
885,"Hanover, Virginia",0.0
886,"Hansford, Texas",0.0
887,"Hardee, Florida",0.0
888,"Hardeman, Texas",0.0
889,"Hardin, Illinois",0.0014705882352941176
890,"Hardin, Kentucky",0.0
891,"Hardin, Texas",0.0
892,"Harding, New Mexico",0.0
893,"Hardy, West Virginia",0.0
894,"Harford county, Maryland",0.0
895,"Harford, Maryland",0.00011442786069651741
896,"Harlan, Kentucky",0.0
897,"Harlan, Nebraska",0.0
898,"Harmon, Oklahoma",0.0
899,"Harnett, North Carolina",0.0
900,"Harney, Oregon",0.0
901,"Harper, Kansas",0.0
902,"Harper, Oklahoma",0.0
903,"Harris, Texas",0.0
904,"Harrison, Indiana",0.0
905,"Harrison, Kentucky",0.0
906,"Harrison, Missouri",0.0
907,"Harrison, Texas",0.0
908,"Harrison, West Virginia",0.0
909,"Harrisonburg, Virginia",0.0
910,"Hart, Kentucky",0.0
911,"Hartford, Connecticut",0.0
912,"Hartley, Texas",0.0
913,"Harvey, Kansas",0.0
914,"Haskell, Kansas",0.0
915,"Haskell, Oklahoma",0.0
916,"Haskell, Texas",0.0
917,"Hawaii, Hawaii",0.0
918,"Hayes, Nebraska",0.0
919,"Hays, Texas",0.0
920,"Haywood, North Carolina",0.0
921,"Hemphill, Texas",0.0
922,"Hempstead, Arkansas",0.0
923,"Henderson, Illinois",0.0
924,"Henderson, Kentucky",0.0
925,"Henderson, North Carolina",0.0
926,"Henderson, Texas",0.0
927,"Hendricks, Indiana",0.0
928,"Hendry, Florida",0.0
929,"Hennepin, Minnesota",0.0
930,"Henrico, Virginia",0.0
931,"Henry, Alabama",0.0
932,"Henry, Illinois",0.0
933,"Henry, Indiana",0.0
934,"Henry, Kentucky",0.0
935,"Henry, Missouri",0.0
936,"Henry, Virginia",0.0
937,"Hernando, Florida",0.0
938,"Hertford, North Carolina",0.0
939,"Hickman, Kentucky",0.0
940,"Hickory, Missouri",0.0
941,"Hidalgo, New Mexico",0.0
942,"Hidalgo, Texas",0.0
943,"Highland, Virginia",0.0
944,"Highlands, Florida",0.0
945,"Hill, Texas",0.0
946,"Hills, Florida",0.0
947,"Hills, New Hampshire",0.0
948,"Hillsborough county, Florida",0.005999999999999999
949,"Hillsborough county, New Hampshire",0.0
950,"Hillsborough, Florida",0.0
951,"Hillsborough, New Hampshire",0.0
952,"Hitchcock, Nebraska",0.0
953,"Hockley, Texas",0.0
954,"Hodgeman, Kansas",0.0
955,"Hoke, North Carolina",0.0
956,"Holmes, Florida",0.0
957,"Holt, Missouri",0.0
958,"Holt, Nebraska",0.0
959,"Honolulu, Hawaii",5.18018018018018e-05
960,"Hood river, Oregon",0.0
961,"Hood, Texas",0.0
962,"Hooker, Nebraska",0.0
963,"Hopewell, Virginia",0.0
964,"Hopkins, Kentucky",0.0
965,"Hopkins, Texas",0.0
966,"Horry, South Carolina",0.0
967,"Hot spring, Arkansas",0.0
968,"Hot springs, Wyoming",0.0
969,"Houston, Alabama",0.0
970,"Houston, Minnesota",0.0
971,"Houston, Texas",0.0
972,"Howard, Arkansas",0.0
973,"Howard, Indiana",0.0
974,"Howard, Maryland",0.0
975,"Howard, Missouri",0.0
976,"Howard, Nebraska",0.0
977,"Howard, Texas",0.0
978,"Howell, Missouri",0.0
979,"Hubbard, Minnesota",0.0
980,"Hudson, New Jersey",0.0
981,"Hudspeth, Texas",0.0
982,"Hughes, Oklahoma",0.0
983,"Hughes, South Dakota",0.0
984,"Humboldt, California",0.0
985,"Humboldt, Nevada",0.0
986,"Hunt, Texas",0.0
987,"Hunterdon, New Jersey",0.00035587188612099647
988,"Huntingdon, Pennsylvania",0.0
989,"Huntington, Indiana",0.0
990,"Hutchinson, Texas",0.0
991,"Hyde, North Carolina",0.0
992,"Iberia parish, Louisiana",0.0
993,"Iberia, Louisiana",0.0
994,"Iberville, Louisiana",0.0
995,"Idaho, Idaho",0.0
996,"Imperial, California",0.0
997,"Independence, Arkansas",0.0
998,"Indian river, Florida",0.0
999,"Indiana, Pennsylvania",0.0
1000,"Inyo, California",0.0
1001,"Iowa, Wisconsin",0.0
1002,"Iredell, North Carolina",0.0
1003,"Irion, Texas",0.0
1004,"Iron, Missouri",0.0
1005,"Iroquois, Illinois",0.0
1006,"Isabella, Michigan",0.0
1007,"Isanti, Minnesota",0.0
1008,"Island, Washington",0.0
1009,"Isle of wight, Virginia",0.0
1010,"Itasca, Minnesota",0.0
1011,"Izard, Arkansas",0.0
1012,"Jack, Texas",0.0
1013,"Jackson county, Florida",0.0
1014,"Jackson, Alabama",0.0011111111111111111
1015,"Jackson, Arkansas",0.0
1016,"Jackson, Florida",0.0
1017,"Jackson, Illinois",0.0
1018,"Jackson, Indiana",0.0
1019,"Jackson, Kansas",0.0
1020,"Jackson, Kentucky",0.0
1021,"Jackson, Louisiana",0.0
1022,"Jackson, Minnesota",0.0
1023,"Jackson, Missouri",0.0
1024,"Jackson, North Carolina",2.872340425531915e-05
1025,"Jackson, Oklahoma",0.0
1026,"Jackson, Oregon",0.0
1027,"Jackson, Texas",0.0
1028,"Jackson, West Virginia",0.0
1029,"Jackson, Wisconsin",0.0
1030,"James (city), Virginia",0.0
1031,"James city, Virginia",0.0
1032,"Jasper county, Missouri",0.0
1033,"Jasper, Illinois",0.0
1034,"Jasper, Indiana",0.0
1035,"Jasper, Missouri",0.0
1036,"Jasper, South Carolina",0.0
1037,"Jasper, Texas",0.0
1038,"Jay, Indiana",0.0
1039,"Jeff davis, Texas",0.0
1040,"Jefferson county, Florida",0.0
1041,"Jefferson county, Pennsylvania",0.0
1042,"Jefferson davis, Louisiana",0.0
1043,"Jefferson, Alabama",0.0
1044,"Jefferson, Arkansas",0.0
1045,"Jefferson, Florida",0.0006666666666666666
1046,"Jefferson, Idaho",0.0
1047,"Jefferson, Indiana",0.0
1048,"Jefferson, Kansas",0.0
1049,"Jefferson, Kentucky",0.0
1050,"Jefferson, Louisiana",0.0
1051,"Jefferson, Missouri",0.0
1052,"Jefferson, Montana",0.0
1053,"Jefferson, Nebraska",0.0
1054,"Jefferson, New York",3.2550000000000003
1055,"Jefferson, Oklahoma",0.0
1056,"Jefferson, Oregon",0.0
1057,"Jefferson, Pennsylvania",0.0
1058,"Jefferson, Texas",0.0
1059,"Jefferson, Washington",0.0
1060,"Jefferson, West Virginia",0.0
1061,"Jefferson, Wisconsin",0.0
1062,"Jennings, Indiana",0.0
1063,"Jerome, Idaho",0.0
1064,"Jersey, Illinois",0.0
1065,"Jessamine, Kentucky",0.0
1066,"Jewell, Kansas",0.0
1067,"Jim hogg, Texas",0.0
1068,"Jim wells, Texas",0.0
1069,"Jo daviess, Illinois",0.0
1070,"Johnson, Arkansas",0.0
1071,"Johnson, Illinois",0.0
1072,"Johnson, Indiana",0.0
1073,"Johnson, Kansas",0.0
1074,"Johnson, Kentucky",0.0
1075,"Johnson, Missouri",0.0
1076,"Johnson, Nebraska",0.0
1077,"Johnson, Texas",0.0
1078,"Johnson, Wyoming",0.0
1079,"Johnston, North Carolina",0.0
1080,"Johnston, Oklahoma",0.0
1081,"Jones, North Carolina",0.0
1082,"Jones, Texas",0.0
1083,"Josephine, Oregon",0.0
1084,"Juneau city and, Alaska",0.0
1085,"Juneau, Wisconsin",0.0
1086,"Juniata, Pennsylvania",0.0
1087,"Kalamazoo, Michigan",0.0
1088,"Kanabec, Minnesota",0.0
1089,"Kanawha, West Virginia",0.0
1090,"Kandiyohi, Minnesota",0.0
1091,"Kane, Illinois",0.0
1092,"Kankakee, Illinois",0.0
1093,"Karnes, Texas",0.0
1094,"Kauai, Hawaii",0.0
1095,"Kaufman, Texas",0.0
1096,"Kay, Oklahoma",0.0
1097,"Kearney, Nebraska",0.0
1098,"Keith, Nebraska",0.0
1099,"Kendall, Illinois",0.0
1100,"Kendall, Texas",0.0
1101,"Kenedy, Texas",0.0
1102,"Kennebec, Maine",0.0
1103,"Kenosha, Wisconsin",0.0
1104,"Kent, Maryland",0.0
1105,"Kent, Rhode Island",0.0
1106,"Kent, Texas",0.0
1107,"Kenton, Kentucky",0.0
1108,"Kern, California",0.030519175257731963
1109,"Kerr, Texas",0.0
1110,"Kershaw, South Carolina",0.0
1111,"Ketchikan gateway, Alaska",0.0
1112,"Kewaunee, Wisconsin",0.0
1113,"Keya paha, Nebraska",0.0
1114,"Kimball, Nebraska",0.0
1115,"Kimble, Texas",0.0
1116,"King and queen, Virginia",0.0
1117,"King george, Virginia",0.0
1118,"King william, Virginia",0.0004878048780487805
1119,"King, Texas",0.0
1120,"King, Washington",0.0
1121,"Kingfisher, Oklahoma",0.0
1122,"Kingman, Kansas",0.0
1123,"Kings, California",0.05223776223776224
1124,"Kingsbury, South Dakota",0.0
1125,"Kinney, Texas",0.0
1126,"Kiowa, Oklahoma",0.0
1127,"Kitsap, Washington",0.0
1128,"Kittitas, Washington",0.0
1129,"Kittson, Minnesota",0.0
1130,"Klamath, Oregon",0.0
1131,"Kleberg, Texas",0.0
1132,"Klickitat, Washington",0.0
1133,"Knott, Kentucky",0.0
1134,"Knox, Illinois",0.0
1135,"Knox, Indiana",0.0
1136,"Knox, Kentucky",0.0
1137,"Knox, Maine",0.0
1138,"Knox, Nebraska",0.0
1139,"Knox, Tennessee",0.0
1140,"Knox, Texas",0.0
1141,"Koochiching county, Minnesota",0.0
1142,"Koochiching, Minnesota",0.0
1143,"Kootenai, Idaho",0.0
1144,"Kosciusko, Indiana",0.0
1145,"La crosse, Wisconsin",0.0
1146,"La grange, Indiana",0.0
1147,"La paz, Arizona",0.0
1148,"La plata, Colorado",0.0
1149,"La porte, Indiana",0.0
1150,"La salle, Illinois",0.0
1151,"La salle, Louisiana",0.0
1152,"La salle, Texas",0.0
1153,"Lac qui parle, Minnesota",0.0
1154,"Lackawanna, Pennsylvania",0.0
1155,"Laclede, Missouri",0.0
1156,"Lafayette parish, Louisiana",0.0
1157,"Lafayette, Arkansas",0.0
1158,"Lafayette, Florida",0.0
1159,"Lafayette, Louisiana",0.0
1160,"Lafayette, Missouri",0.0
1161,"Lafayette, Wisconsin",0.0
1162,"Lafourche, Louisiana",0.0
1163,"Lagrange, Indiana",0.0
1164,"Lake of the woods, Minnesota",0.0
1165,"Lake, California",0.0
1166,"Lake, Florida",0.0
1167,"Lake, Illinois",0.0
1168,"Lake, Indiana",0.0
1169,"Lake, Minnesota",0.0
1170,"Lake, Montana",0.0
1171,"Lake, Oregon",0.0
1172,"Lake, South Dakota",0.0
1173,"Lamar, Alabama",0.0
1174,"Lamar, Texas",0.0
1175,"Lamb, Texas",0.0
1176,"Lamoille, Vermont",0.0
1177,"Lamoure, North Dakota",0.0
1178,"Lampasas, Texas",0.0
1179,"Lancaster county, Pennsylvania",0.0
1180,"Lancaster, Nebraska",0.0
1181,"Lancaster, Pennsylvania",0.0
1182,"Lancaster, South Carolina",0.0
1183,"Lancaster, Virginia",0.0
1184,"Lander, Nevada",0.0
1185,"Lane, Kansas",0.0
1186,"Lane, Oregon",0.0
1187,"Langlade, Wisconsin",0.0
1188,"Laporte, Indiana",0.0
1189,"Laramie, Wyoming",0.0
1190,"Larue, Kentucky",0.0
1191,"Lasalle, Illinois",0.0005504587155963302
1192,"Latah, Idaho",0.0
1193,"Latimer, Oklahoma",0.0
1194,"Lauderdale, Alabama",0.0
1195,"Laurel, Kentucky",0.0
1196,"Laurens, South Carolina",0.0
1197,"Lavaca, Texas",0.0
1198,"Lawrence county, Arkansas",0.0
1199,"Lawrence, Alabama",0.0
1200,"Lawrence, Arkansas",0.0
1201,"Lawrence, Illinois",0.0
1202,"Lawrence, Indiana",0.0
1203,"Lawrence, Kentucky",0.0
1204,"Lawrence, Missouri",0.0
1205,"Lawrence, Pennsylvania",0.0
1206,"Lawrence, South Dakota",0.0
1207,"Le flore, Oklahoma",0.0
1208,"Le sueur, Minnesota",0.0
1209,"Lea, New Mexico",0.0006428571428571427
1210,"Leavenworth, Kansas",0.0
1211,"Lebanon county, Pennsylvania",0.0
1212,"Lebanon, Pennsylvania",0.0
1213,"Lee county, South Carolina",0.0
1214,"Lee, Alabama",0.0
1215,"Lee, Arkansas",0.0
1216,"Lee, Florida",0.0
1217,"Lee, Illinois",0.0
1218,"Lee, Kentucky",0.0
1219,"Lee, North Carolina",0.0
1220,"Lee, South Carolina",0.0
1221,"Lee, Texas",0.0
1222,"Lee, Virginia",0.0
1223,"Leelanau, Michigan",0.0
1224,"Lehigh county, Pennsylvania",0.0
1225,"Lehigh, Pennsylvania",0.0
1226,"Lemhi, Idaho",0.0
1227,"Lenawee, Michigan",0.0
1228,"Lenoir, North Carolina",0.0
1229,"Leon, Florida",0.0
1230,"Leon, Texas",0.0
1231,"Leslie, Kentucky",0.0
1232,"Letcher, Kentucky",0.0
1233,"Levy county, Florida",0.0
1234,"Levy, Florida",0.0
1235,"Lewis and clark, Montana",0.0
1236,"Lewis county, Washington",0.0
1237,"Lewis, Idaho",0.0
1238,"Lewis, Kentucky",0.0
1239,"Lewis, Missouri",0.0
1240,"Lewis, New York",0.9137500000000001
1241,"Lewis, Washington",0.0
1242,"Lewis, West Virginia",0.0
1243,"Lexington county, South Carolina",0.0
1244,"Lexington, South Carolina",0.0
1245,"Liberty, Florida",0.0
1246,"Liberty, Texas",0.0
1247,"Limestone, Alabama",0.0
1248,"Limestone, Texas",0.0
1249,"Lincoln parish, Louisiana",0.0
1250,"Lincoln, Arkansas",0.0
1251,"Lincoln, Idaho",0.0
1252,"Lincoln, Kansas",0.0
1253,"Lincoln, Kentucky",0.0
1254,"Lincoln, Louisiana",0.0
1255,"Lincoln, Maine",0.0
1256,"Lincoln, Minnesota",0.0
1257,"Lincoln, Missouri",0.0
1258,"Lincoln, Nebraska",0.0
1259,"Lincoln, Nevada",0.0
1260,"Lincoln, New Mexico",0.0
1261,"Lincoln, North Carolina",0.0
1262,"Lincoln, Oklahoma",0.0
1263,"Lincoln, Oregon",0.0
1264,"Lincoln, Washington",0.0
1265,"Lincoln, West Virginia",0.0
1266,"Lincoln, Wisconsin",0.0
1267,"Lincoln, Wyoming",0.0
1268,"Linn county, Oregon",0.0
1269,"Linn, Missouri",0.0
1270,"Linn, Oregon",0.0
1271,"Lipscomb, Texas",0.0
1272,"Litchfield, Connecticut",0.0
1273,"Little river, Arkansas",0.0
1274,"Live oak, Texas",0.0
1275,"Livingston, Illinois",0.0
1276,"Livingston, Kentucky",0.0
1277,"Livingston, Louisiana",0.0
1278,"Livingston, Missouri",0.0
1279,"Livingston, New York",0.0
1280,"Llano, Texas",0.0
1281,"Logan, Arkansas",0.0
1282,"Logan, Illinois",0.0
1283,"Logan, Kansas",0.0
1284,"Logan, Nebraska",0.0
1285,"Logan, Oklahoma",0.0
1286,"Logan, West Virginia",0.0
1287,"Lonoke, Arkansas",0.0
1288,"Los alamos, New Mexico",0.0
1289,"Los angeles county, California",0.0
1290,"Los angeles, California",0.0020018738288569648
1291,"Loudoun, Virginia",0.0
1292,"Louisa, Virginia",0.0
1293,"Loup, Nebraska",0.0
1294,"Love, Oklahoma",0.0
1295,"Loving, Texas",0.0
1296,"Lowndes, Alabama",0.0
1297,"Lubbock, Texas",0.0
1298,"Luna, New Mexico",0.0
1299,"Lunenburg, Virginia",0.0
1300,"Luzerne county, Pennsylvania",0.0
1301,"Luzerne, Pennsylvania",0.0
1302,"Lycoming county, Pennsylvania",0.0
1303,"Lycoming, Pennsylvania",0.0
1304,"Lyman, South Dakota",0.0
1305,"Lynchburg, Virginia",0.0
1306,"Lynn, Texas",0.0
1307,"Lyon, Kentucky",0.0
1308,"Lyon, Minnesota",0.0
1309,"Lyon, Nevada",0.0
1310,"Macon, Alabama",0.0
1311,"Macon, Illinois",0.0
1312,"Macon, Missouri",0.0
1313,"Macon, North Carolina",0.0
1314,"Macoupin, Illinois",0.0
1315,"Madera county, California",0.01490740740740741
1316,"Madera, California",0.05214179104477611
1317,"Madison, Alabama",0.00010752688172043011
1318,"Madison, Florida",0.0
1319,"Madison, Idaho",0.0
1320,"Madison, Illinois",0.0
1321,"Madison, Indiana",0.0
1322,"Madison, Kentucky",0.0
1323,"Madison, Louisiana",0.0
1324,"Madison, Missouri",0.0
1325,"Madison, Montana",0.0
1326,"Madison, Nebraska",0.0
1327,"Madison, New York",0.0
1328,"Madison, North Carolina",0.0
1329,"Madison, Texas",0.0
1330,"Madison, Virginia",0.0
1331,"Magoffin, Kentucky",0.0
1332,"Mahnomen, Minnesota",0.0
1333,"Major, Oklahoma",0.0
1334,"Malheur, Oregon",0.0
1335,"Manassas, Virginia",0.0
1336,"Manatee county, Florida",0.0
1337,"Manatee, Florida",0.0
1338,"Manitowoc, Wisconsin",0.0
1339,"Marathon, Wisconsin",0.0
1340,"Marengo, Alabama",0.0
1341,"Maricopa, Arizona",0.0032430249632892784
1342,"Maries county, Missouri",0.0
1343,"Maries, Missouri",0.0
1344,"Marin, California",0.0
1345,"Marinette, Wisconsin",0.0
1346,"Marion county, Missouri",0.0
1347,"Marion, Alabama",0.0
1348,"Marion, Arkansas",0.0
1349,"Marion, Florida",0.0
1350,"Marion, Illinois",0.0
1351,"Marion, Indiana",0.0
1352,"Marion, Kansas",0.0
1353,"Marion, Kentucky",0.0
1354,"Marion, Missouri",0.0
1355,"Marion, Oregon",0.0
1356,"Marion, South Carolina",0.0
1357,"Marion, Texas",0.0
1358,"Marion, West Virginia",0.0
1359,"Mariposa, California",0.0
1360,"Marlboro, South Carolina",0.0
1361,"Marquette, Wisconsin",0.0
1362,"Marshall, Alabama",0.0
1363,"Marshall, Illinois",0.0
1364,"Marshall, Indiana",0.0
1365,"Marshall, Kansas",0.0
1366,"Marshall, Kentucky",0.0
1367,"Marshall, Minnesota",0.0
1368,"Marshall, Oklahoma",0.0
1369,"Marshall, West Virginia",0.0
1370,"Martin county, Florida",0.0
1371,"Martin, Florida",0.0
1372,"Martin, Indiana",0.0
1373,"Martin, Kentucky",0.0
1374,"Martin, Minnesota",0.0
1375,"Martin, North Carolina",0.0
1376,"Martin, Texas",0.0
1377,"Martinsville, Virginia",0.0
1378,"Mason, Illinois",0.0
1379,"Mason, Kentucky",0.0
1380,"Mason, Texas",0.0
1381,"Mason, Washington",0.0
1382,"Mason, West Virginia",0.0
1383,"Massac, Illinois",0.0
1384,"Matagorda, Texas",0.0
1385,"Mathews, Virginia",0.0
1386,"Maui, Hawaii",0.0003951219512195122
1387,"Maverick, Texas",0.0
1388,"Mayes, Oklahoma",0.0
1389,"Mcclain, Oklahoma",0.0
1390,"Mccook, South Dakota",0.0
1391,"Mccormick, South Carolina",0.0
1392,"Mccracken, Kentucky",0.0
1393,"Mccreary, Kentucky",0.0025
1394,"Mcculloch, Texas",0.0
1395,"Mccurtain, Oklahoma",0.0
1396,"Mcdonald, Missouri",0.0
1397,"Mcdonough, Illinois",0.0
1398,"Mcdowell, North Carolina",0.0
1399,"Mcdowell, West Virginia",0.0
1400,"Mchenry, Illinois",0.0
1401,"Mcintosh, Oklahoma",0.0
1402,"Mckean county, Pennsylvania",0.0
1403,"Mckean, Pennsylvania",0.0
1404,"Mckenzie, North Dakota",0.0
1405,"Mckinley, New Mexico",0.0004925373134328358
1406,"Mclean, Illinois",0.0
1407,"Mclean, Kentucky",0.0
1408,"Mclennan, Texas",0.0
1409,"Mcleod, Minnesota",0.0
1410,"Mcmullen, Texas",0.0
1411,"Mcpherson, Kansas",0.0
1412,"Mcpherson, Nebraska",0.0
1413,"Meade, Kansas",0.0
1414,"Meade, Kentucky",0.0
1415,"Meade, South Dakota",0.0
1416,"Mecklenburg, North Carolina",0.0
1417,"Mecklenburg, Virginia",0.0
1418,"Medina, Texas",0.0
1419,"Meeker, Minnesota",0.0
1420,"Menard, Illinois",0.0
1421,"Menard, Texas",0.0
1422,"Mendocino, California",0.0
1423,"Menifee, Kentucky",0.0
1424,"Merced, California",0.03434319526627219
1425,"Mercer county, Pennsylvania",0.0
1426,"Mercer, Illinois",0.0
1427,"Mercer, Kentucky",0.0
1428,"Mercer, Missouri",0.0
1429,"Mercer, New Jersey",0.0
1430,"Mercer, Pennsylvania",0.0
1431,"Mercer, West Virginia",0.0
1432,"Merrick, Nebraska",0.0
1433,"Merrimack, New Hampshire",0.0
1434,"Miami, Indiana",0.0
1435,"Miami, Kansas",0.0
1436,"Miami-dade, Florida",0.0
1437,"Middlesex, Connecticut",0.0
1438,"Middlesex, Massachusetts",0.0
1439,"Middlesex, New Jersey",0.012307692307692308
1440,"Middlesex, Virginia",0.0
1441,"Midland, Texas",0.0
1442,"Mifflin county, Pennsylvania",0.0
1443,"Mifflin, Pennsylvania",0.0
1444,"Milam, Texas",0.0
1445,"Mille lacs county, Minnesota",0.0
1446,"Mille lacs, Minnesota",0.0
1447,"Miller, Arkansas",0.0
1448,"Miller, Missouri",0.0
1449,"Mills, Texas",0.0
1450,"Milwaukee, Wisconsin",0.0
1451,"Miner, South Dakota",0.0
1452,"Mineral, Nevada",0.0
1453,"Mineral, West Virginia",0.0
1454,"Mingo, West Virginia",0.0
1455,"Minidoka, Idaho",0.0
1456,"Minnehaha, South Dakota",0.0
1457,"Mississippi, Arkansas",0.0
1458,"Mississippi, Missouri",0.0
1459,"Missoula, Montana",0.0
1460,"Mitchell, Kansas",0.0
1461,"Mitchell, North Carolina",0.0
1462,"Mitchell, Texas",0.0
1463,"Mobile, Alabama",0.0
1464,"Modoc, California",0.0
1465,"Mohave, Arizona",0.0
1466,"Moniteau, Missouri",0.0
1467,"Monmouth, New Jersey",0.0
1468,"Mono, California",0.0
1469,"Monongalia, West Virginia",0.0
1470,"Monroe county, Pennsylvania",0.0
1471,"Monroe, Alabama",0.0
1472,"Monroe, Arkansas",0.0
1473,"Monroe, Florida",0.0
1474,"Monroe, Illinois",0.0
1475,"Monroe, Indiana",0.0
1476,"Monroe, Kentucky",0.0
1477,"Monroe, Missouri",0.0
1478,"Monroe, Pennsylvania",0.0
1479,"Monroe, West Virginia",0.0
1480,"Monroe, Wisconsin",0.0
1481,"Montague, Texas",0.0
1482,"Monterey, California",0.0
1483,"Montgomery county, Pennsylvania",0.0
1484,"Montgomery, Alabama",0.0
1485,"Montgomery, Arkansas",0.0
1486,"Montgomery, Illinois",0.0
1487,"Montgomery, Indiana",0.0
1488,"Montgomery, Kentucky",0.0
1489,"Montgomery, Maryland",0.0011029411764705882
1490,"Montgomery, Missouri",0.0
1491,"Montgomery, North Carolina",0.0
1492,"Montgomery, Pennsylvania",0.0
1493,"Montgomery, Texas",0.0
1494,"Montgomery, Virginia",0.0
1495,"Montour, Pennsylvania",0.0
1496,"Moody, South Dakota",0.0
1497,"Moore county, Texas",0.0
1498,"Moore, North Carolina",0.0
1499,"Moore, Texas",0.0
1500,"Mora, New Mexico",0.0
1501,"Morehouse, Louisiana",0.0
1502,"Morgan, Alabama",0.0
1503,"Morgan, Illinois",0.0
1504,"Morgan, Indiana",0.0
1505,"Morgan, Kentucky",0.0
1506,"Morgan, Missouri",0.0
1507,"Morgan, West Virginia",0.0
1508,"Morrill, Nebraska",0.0
1509,"Morris, Kansas",0.0
1510,"Morris, New Jersey",0.0004677268475210477
1511,"Morris, Texas",0.0
1512,"Morrison, Minnesota",0.0
1513,"Morrow, Oregon",0.0
1514,"Motley, Texas",0.0
1515,"Moultrie, Illinois",0.0
1516,"Mountrail, North Dakota",0.0
1517,"Mower, Minnesota",0.0
1518,"Muhlenberg, Kentucky",0.0
1519,"Multnomah county, Oregon",0.0
1520,"Multnomah, Oregon",0.0
1521,"Murray, Minnesota",0.0
1522,"Murray, Oklahoma",0.0
1523,"Muscatine, Iowa",0.0
1524,"Muskogee, Oklahoma",0.0
1525,"Nacogdoches, Texas",0.0
1526,"Nance, Nebraska",0.0
1527,"Nantucket, Massachusetts",0.0
1528,"Napa, California",0.0029735449735449736
1529,"Nash, North Carolina",0.0
1530,"Nassau, Florida",0.0
1531,"Nassau, New York",0.00017530319735391403
1532,"Natchitoches, Louisiana",0.0
1533,"Natrona, Wyoming",0.0
1534,"Navajo, Arizona",0.0
1535,"Navarro, Texas",0.0
1536,"Nelson, Kentucky",0.002
1537,"Nelson, Virginia",0.0
1538,"Nemaha, Kansas",0.0
1539,"Nemaha, Nebraska",0.0
1540,"Ness, Kansas",0.0
1541,"Nevada county, Arkansas",0.0
1542,"Nevada, Arkansas",0.0
1543,"Nevada, California",0.0
1544,"New hanover, North Carolina",0.0
1545,"New haven, Connecticut",0.00018475750577367207
1546,"New kent, Virginia",0.0
1547,"New london, Connecticut",0.0
1548,"New madrid, Missouri",0.0
