,county,hexachlorobenzene
1571,"New haven, Connecticut",0.0
1572,"New london, Connecticut",0.0
1573,"New madrid, Missouri",0.0
1574,"Newaygo, Michigan",0.0
1575,"Newberry, South Carolina",0.0
1576,"Newport, Rhode Island",0.0
1577,"Newton county, Arkansas",0.0
1578,"Newton, Arkansas",0.0
1579,"Newton, Indiana",0.0
1580,"Newton, Missouri",0.0
1581,"Newton, Texas",0.0
1582,"Nez perce, Idaho",0.0
1583,"Niagara, New York",0.0
1584,"Nicholas, Kentucky",0.0
1585,"Nicholas, West Virginia",0.0
1586,"Nicollet, Minnesota",0.0
1587,"Niobrara, Wyoming",0.0
1588,"Noble, Indiana",0.0
1589,"Nobles, Minnesota",0.0
1590,"Nodaway, Missouri",0.0
1591,"Nolan, Texas",0.0
1592,"Norfolk, Massachusetts",0.0
1593,"Norfolk, Virginia",0.0
1594,"North slope, Alaska",0.0
1595,"Northampton county, Pennsylvania",0.0
1596,"Northampton, North Carolina",0.0
1597,"Northampton, Pennsylvania",0.0
1598,"Northampton, Virginia",0.0
1599,"Northumberland, Pennsylvania",0.0
1600,"Northumberland, Virginia",0.0
1601,"Norton, Kansas",0.0
1602,"Nottoway, Virginia",0.0
1603,"Nuckolls, Nebraska",0.0
1604,"Nueces, Texas",0.0
1605,"Nye, Nevada",7.076923076923076e-05
1606,"Oakland, Michigan",0.0
1607,"Ocean, New Jersey",0.0
1608,"Oceana, Michigan",0.0
1609,"Ochiltree, Texas",0.0
1610,"Oconee, South Carolina",0.0
1611,"Oconto, Wisconsin",0.0
1612,"Ogemaw, Michigan",0.0
1613,"Ogle, Illinois",0.0
1614,"Ohio, Indiana",0.0
1615,"Ohio, Kentucky",0.0
1616,"Ohio, West Virginia",0.0
1617,"Okaloosa county, Florida",0.0
1618,"Okaloosa, Florida",0.0
1619,"Okanogan, Washington",0.0
1620,"Okeechobee, Florida",0.0
1621,"Oldham, Kentucky",0.0
1622,"Oldham, Texas",0.0
1623,"Olmsted, Minnesota",0.0
1624,"Oneida, Idaho",0.0
1625,"Oneida, New York",0.0
1626,"Oneida, Wisconsin",0.0
1627,"Onondaga, New York",0.0
1628,"Onslow, North Carolina",0.0
1629,"Ontario, New York",0.0
1630,"Ontonagon, Michigan",0.0
1631,"Orange, California",0.0
1632,"Orange, Florida",0.0
1633,"Orange, New York",0.0
1634,"Orange, North Carolina",0.0
1635,"Orange, Texas",0.0
1636,"Orange, Vermont",0.0
1637,"Orange, Virginia",0.0
1638,"Orangeburg, South Carolina",0.0
1639,"Oregon, Missouri",0.0
1640,"Orleans, Louisiana",0.0
1641,"Orleans, New York",0.0
1642,"Orleans, Vermont",0.0
1643,"Osage, Kansas",0.0
1644,"Osage, Missouri",0.0
1645,"Osceola, Florida",7.59493670886076e-05
1646,"Osceola, Michigan",0.0
1647,"Oscoda, Michigan",0.0
1648,"Oswego, New York",0.0
1649,"Otero county, New Mexico",0.0
1650,"Otero, New Mexico",0.0
1651,"Otoe, Nebraska",0.0
1652,"Otsego, Michigan",0.0
1653,"Otsego, New York",0.0
1654,"Ottawa, Michigan",0.0
1655,"Otter tail, Minnesota",0.0
1656,"Ouachita, Arkansas",0.0
1657,"Ouachita, Louisiana",0.0
1658,"Outagamie, Wisconsin",0.0
1659,"Owen, Indiana",0.0
1660,"Owen, Kentucky",0.0
1661,"Owsley, Kentucky",0.0
1662,"Owyhee, Idaho",0.0
1663,"Oxford, Maine",0.0
1664,"Ozark, Missouri",0.0
1665,"Ozaukee, Wisconsin",0.0
1666,"Pacific, Washington",0.0
1667,"Page, Virginia",0.0
1668,"Palm beach, Florida",0.0
1669,"Palo pinto, Texas",0.0
1670,"Pamlico, North Carolina",0.0
1671,"Panola, Texas",0.0
1672,"Park, Montana",0.0
1673,"Park, Wyoming",0.0
1674,"Parke, Indiana",0.0
1675,"Parker, Texas",0.0
1676,"Parmer, Texas",0.0
1677,"Pasco county, Florida",0.0
1678,"Pasco, Florida",0.0
1679,"Pasquotank, North Carolina",0.0
1680,"Passaic, New Jersey",0.0
1681,"Patrick, Virginia",0.0
1682,"Pawnee, Nebraska",0.0
1683,"Payette, Idaho",0.0
1684,"Pecos, Texas",0.0
1685,"Pemiscot, Missouri",0.0
1686,"Pend oreille, Washington",0.0
1687,"Pender, North Carolina",0.0
1688,"Pendleton, Kentucky",0.0
1689,"Pendleton, West Virginia",0.0
1690,"Pennington, Minnesota",0.0
1691,"Pennington, South Dakota",0.0
1692,"Penobscot, Maine",0.0
1693,"Peoria, Illinois",0.0
1694,"Pepin, Wisconsin",0.0
1695,"Perkins, Nebraska",0.0
1696,"Perquimans, North Carolina",0.0
1697,"Perry county, Pennsylvania",0.0
1698,"Perry, Alabama",0.0
1699,"Perry, Arkansas",0.0
1700,"Perry, Illinois",0.0
1701,"Perry, Indiana",0.0
1702,"Perry, Kentucky",0.0
1703,"Perry, Missouri",0.0
1704,"Perry, Pennsylvania",0.0
1705,"Pershing, Nevada",0.0
1706,"Person, North Carolina",0.0
1707,"Petroleum, Montana",0.0
1708,"Pettis, Missouri",0.0
1709,"Phelps, Missouri",0.0
1710,"Phelps, Nebraska",0.0
1711,"Philadelphia, Pennsylvania",0.0
1712,"Phillips, Arkansas",0.0
1713,"Phillips, Kansas",0.0
1714,"Phillips, Montana",0.0
1715,"Piatt, Illinois",0.0
1716,"Pickens, Alabama",0.0
1717,"Pickens, South Carolina",0.0
1718,"Pierce county, Washington",0.0
1719,"Pierce, Nebraska",0.0
1720,"Pierce, Washington",0.0
1721,"Pierce, Wisconsin",0.0
1722,"Pike, Alabama",0.0
1723,"Pike, Arkansas",0.0
1724,"Pike, Illinois",0.0
1725,"Pike, Indiana",0.0
1726,"Pike, Kentucky",0.0
1727,"Pike, Missouri",0.0
1728,"Pike, Ohio",0.0
1729,"Pike, Pennsylvania",0.0
1730,"Pima, Arizona",0.0
1731,"Pinal, Arizona",0.0
1732,"Pine, Minnesota",0.0
1733,"Pinellas, Florida",0.0
1734,"Pipestone, Minnesota",0.0
1735,"Piscataquis, Maine",0.0
1736,"Pitt, North Carolina",0.0
1737,"Pittsylvania, Virginia",0.0
1738,"Piute, Utah",0.0
1739,"Placer, California",0.0
1740,"Plaquemines, Louisiana",0.0
1741,"Platte, Missouri",0.0
1742,"Platte, Nebraska",0.0
1743,"Platte, Wyoming",0.0
1744,"Pleasants, West Virginia",0.0
1745,"Plymouth, Massachusetts",0.0
1746,"Pocahontas, West Virginia",0.0
1747,"Poinsett, Arkansas",0.0
1748,"Pointe coupee parish, Louisiana",0.0
1749,"Pointe coupee, Louisiana",0.0012749999999999999
1750,"Polk, Arkansas",0.0
1751,"Polk, Florida",0.0
1752,"Polk, Minnesota",0.0
1753,"Polk, Missouri",0.0
1754,"Polk, Nebraska",0.0
1755,"Polk, North Carolina",0.0
1756,"Polk, Oregon",0.0
1757,"Polk, Texas",0.0
1758,"Polk, Wisconsin",0.0
1759,"Pondera, Montana",0.0
1760,"Pope, Arkansas",0.0
1761,"Pope, Illinois",0.0
1762,"Pope, Minnesota",0.0
1763,"Portage county, Wisconsin",0.0
1764,"Portage, Wisconsin",0.0
1765,"Porter, Indiana",0.0
1766,"Portsmouth, Virginia",0.0
1767,"Posey, Indiana",0.0
1768,"Potter, Pennsylvania",0.0
1769,"Potter, Texas",0.0
1770,"Powder river, Montana",0.0
1771,"Powell, Kentucky",0.0
1772,"Powell, Montana",0.0
1773,"Power, Idaho",0.0
1774,"Prairie, Arkansas",0.0
1775,"Prairie, Montana",0.0
1776,"Presidio, Texas",0.0
1777,"Presque isle, Michigan",0.0
1778,"Preston, West Virginia",0.0
1779,"Price, Wisconsin",0.0
1780,"Prince george's, Maryland",0.0
1781,"Prince george, Virginia",0.0
1782,"Prince georges, Maryland",0.0
1783,"Prince william, Virginia",0.0
1784,"Providence, Rhode Island",0.0
1785,"Pulaski, Arkansas",0.0
1786,"Pulaski, Illinois",0.0
1787,"Pulaski, Indiana",0.0
1788,"Pulaski, Kentucky",0.0
1789,"Pulaski, Missouri",0.0
1790,"Pulaski, Virginia",0.0
1791,"Putnam county, Indiana",0.0
1792,"Putnam, Florida",0.0
1793,"Putnam, Illinois",0.0
1794,"Putnam, Indiana",0.0
1795,"Putnam, Missouri",0.0
1796,"Putnam, New York",0.0058823529411764705
1797,"Putnam, Tennessee",0.0
1798,"Putnam, West Virginia",0.0
1799,"Quay, New Mexico",0.0
1800,"Queen anne's, Maryland",0.0
1801,"Racine, Wisconsin",0.0
1802,"Radford, Virginia",0.0
1803,"Rains, Texas",0.0
1804,"Raleigh, West Virginia",0.0
1805,"Ramsey, Minnesota",0.0
1806,"Ramsey, North Dakota",0.0
1807,"Randall, Texas",0.0
1808,"Randolph, Alabama",0.0
1809,"Randolph, Arkansas",0.0
1810,"Randolph, Illinois",0.0
1811,"Randolph, Indiana",0.0
1812,"Randolph, Missouri",0.0
1813,"Randolph, North Carolina",0.0
1814,"Randolph, West Virginia",0.0
1815,"Rapides, Louisiana",0.001224
1816,"Ravalli, Montana",0.0
1817,"Ray, Missouri",0.0
1818,"Reagan, Texas",0.0
1819,"Real, Texas",0.0
1820,"Red lake, Minnesota",0.0
1821,"Red river, Louisiana",0.0
1822,"Red river, Texas",0.0
1823,"Red willow, Nebraska",0.0
1824,"Redwood, Minnesota",0.0
1825,"Reeves, Texas",0.0
1826,"Refugio, Texas",0.0
1827,"Rensselaer, New York",0.0
1828,"Renville, Minnesota",0.0
1829,"Reynolds, Missouri",0.0
1830,"Rice, Minnesota",0.0
1831,"Rich, Utah",0.0
1832,"Richardson, Nebraska",0.0
1833,"Richland, Illinois",0.0
1834,"Richland, Louisiana",0.0
1835,"Richland, Montana",0.0
1836,"Richland, Ohio",0.0
1837,"Richland, South Carolina",0.0
1838,"Richland, Wisconsin",0.0
1839,"Richmond, North Carolina",0.0
1840,"Richmond, Virginia",0.0
1841,"Riley, Kansas",0.0
1842,"Rio arriba, New Mexico",0.0
1843,"Ripley, Indiana",0.0
1844,"Ripley, Missouri",0.0
1845,"Ritchie, West Virginia",0.0
1846,"Riverside, California",0.001280241935483871
1847,"Roane, West Virginia",0.0
1848,"Roanoke, Virginia",0.0
1849,"Roberts, South Dakota",0.0
1850,"Roberts, Texas",0.0
1851,"Robertson, Texas",0.0
1852,"Robeson, North Carolina",0.0
1853,"Rock island, Illinois",0.0
1854,"Rock, Minnesota",0.0
1855,"Rock, Nebraska",0.0
1856,"Rock, Wisconsin",0.0
1857,"Rockbridge, Virginia",0.0
1858,"Rockcastle, Kentucky",0.0
1859,"Rockingham, New Hampshire",0.0
1860,"Rockingham, North Carolina",0.0
1861,"Rockingham, Virginia",0.0
1862,"Rockland, New York",0.0
1863,"Roosevelt, Montana",0.0
1864,"Roosevelt, New Mexico",0.0
1865,"Roscommon, Michigan",0.0
1866,"Roseau, Minnesota",0.0
1867,"Rosebud, Montana",0.0
1868,"Rowan county, North Carolina",0.0
1869,"Rowan, Kentucky",0.0
1870,"Rowan, North Carolina",0.0
1871,"Runnels, Texas",0.0
1872,"Rush, Indiana",0.0
1873,"Rusk, Texas",0.0
1874,"Rusk, Wisconsin",0.0
1875,"Russell, Alabama",0.0
1876,"Russell, Kansas",0.0
1877,"Russell, Kentucky",0.0
1878,"Russell, Virginia",0.0
1879,"Rutherford, North Carolina",0.0
1880,"Rutland, Vermont",0.0
1881,"Sabine, Louisiana",0.0
1882,"Sabine, Texas",0.0
1883,"Sacramento county, California",0.0
1884,"Sacramento, California",0.0
1885,"Sagadahoc, Maine",0.0
1886,"Saginaw, Michigan",0.0
1887,"Saint bernard, Louisiana",0.0
1888,"Saint charles, Missouri",0.0
1889,"Saint clair, Michigan",0.0
1890,"Saint francois, Missouri",0.0
1891,"Saint james, Louisiana",0.0
1892,"Saint joseph, Michigan",0.0
1893,"Saint landry, Louisiana",0.0
1894,"Saint lawrence, New York",0.0
1895,"Saint louis, Minnesota",0.0
1896,"Saint louis, Missouri",0.0
1897,"Saint marys, Maryland",0.0
1898,"Saint tammany, Louisiana",0.0
1899,"Salem, New Jersey",0.0
1900,"Salem, Virginia",0.0
1901,"Saline county, Arkansas",0.0
1902,"Saline, Arkansas",0.0
1903,"Saline, Illinois",0.0
1904,"Saline, Kansas",0.0
1905,"Saline, Missouri",0.0
1906,"Saline, Nebraska",0.0
1907,"Salt lake, Utah",0.0
1908,"Saluda, South Carolina",0.0
1909,"Sampson, North Carolina",0.0
1910,"San augustine, Texas",0.0
1911,"San benito, California",0.0
1912,"San bernardino county, California",0.0
1913,"San bernardino, California",0.0
1914,"San diego county, California",0.0
1915,"San diego, California",0.0
1916,"San francisco, California",0.0
1917,"San jacinto, Texas",0.0
1918,"San joaquin, California",3.361344537815126e-05
1919,"San juan, New Mexico",0.0
1920,"San juan, Utah",0.0
1921,"San juan, Washington",0.0
1922,"San luis obispo, California",0.0
1923,"San mateo, California",0.0
1924,"San miguel, New Mexico",0.0
1925,"San patricio, Texas",0.0
1926,"San saba, Texas",0.0
1927,"Sanborn, South Dakota",0.0
1928,"Sanders, Montana",0.0
1929,"Sandoval, New Mexico",0.0
1930,"Sangamon, Illinois",0.0
1931,"Sanilac, Michigan",0.0
1932,"Sanpete, Utah",0.0
1933,"Santa barbara, California",0.0
1934,"Santa clara, California",0.0
1935,"Santa cruz, Arizona",0.0
1936,"Santa cruz, California",0.0
1937,"Santa fe, New Mexico",0.0
1938,"Santa rosa county, Florida",0.0
1939,"Santa rosa, Florida",0.0
1940,"Sarasota, Florida",0.0
1941,"Saratoga, New York",0.0
1942,"Sarpy, Nebraska",0.0
1943,"Sauk, Wisconsin",0.0
1944,"Saunders, Nebraska",0.0
1945,"Sawyer, Wisconsin",0.0
1946,"Schenectady, New York",0.0
1947,"Schleicher, Texas",0.0
1948,"Schoharie, New York",0.0
1949,"Schoolcraft, Michigan",0.0
1950,"Schuyler, Illinois",0.0
1951,"Schuyler, New York",0.0
1952,"Schuylkill, Pennsylvania",0.0
1953,"Scotland, Missouri",0.0
1954,"Scotland, North Carolina",0.0
1955,"Scott, Arkansas",0.0
1956,"Scott, Illinois",0.0
1957,"Scott, Indiana",0.0
1958,"Scott, Iowa",0.0
1959,"Scott, Kentucky",0.0
1960,"Scott, Minnesota",0.0
1961,"Scott, Missouri",0.0
1962,"Scott, Virginia",0.0
1963,"Scotts bluff, Nebraska",0.0
1964,"Scurry, Texas",0.0
1965,"Searcy, Arkansas",0.0
1966,"Sebastian, Arkansas",0.0
1967,"Sedgwick, Kansas",0.0
1968,"Seminole county, Florida",0.0
1969,"Seminole, Florida",0.0
1970,"Seneca, New York",0.0
1971,"Seneca, Ohio",0.0
1972,"Sevier, Arkansas",0.0
1973,"Sevier, Utah",0.0
1974,"Seward, Nebraska",0.0
1975,"Shackelford, Texas",0.0
1976,"Shannon, Missouri",0.0
1977,"Shannon, South Dakota",0.0
1978,"Sharp county, Arkansas",0.0
1979,"Sharp, Arkansas",0.0
1980,"Shasta, California",0.0
1981,"Shawano, Wisconsin",0.0
1982,"Shawnee, Kansas",0.0
1983,"Sheboygan, Wisconsin",0.0
1984,"Shelby, Alabama",0.0
1985,"Shelby, Illinois",0.0
1986,"Shelby, Indiana",0.0
1987,"Shelby, Kentucky",0.0
1988,"Shelby, Missouri",0.0
1989,"Shelby, Ohio",0.0
1990,"Shelby, Tennessee",0.0
1991,"Shelby, Texas",0.0
1992,"Shenandoah, Virginia",0.0
1993,"Sherburne, Minnesota",0.0
1994,"Sheridan, Montana",0.0
1995,"Sheridan, Nebraska",0.0
1996,"Sheridan, Wyoming",0.0
1997,"Sherman, Nebraska",0.0
1998,"Sherman, Oregon",0.0
1999,"Sherman, Texas",0.0
2000,"Shiawassee, Michigan",0.0
2001,"Shoshone, Idaho",0.0
2002,"Sibley, Minnesota",0.0
2003,"Sierra, New Mexico",0.0
2004,"Silver bow, Montana",0.0
2005,"Silverbow, Montana",0.0
2006,"Simpson, Kentucky",0.0
2007,"Sioux, Nebraska",0.0
2008,"Siskiyou, California",0.0
2009,"Skagit, Washington",0.0
2010,"Skamania, Washington",0.0
2011,"Smith, Texas",0.0
2012,"Smyth, Virginia",0.0
2013,"Snohomish, Washington",0.0
2014,"Snyder county, Pennsylvania",0.0
2015,"Snyder, Pennsylvania",0.0
2016,"Socorro, New Mexico",0.0
2017,"Solano, California",0.0
2018,"Somerset county, Pennsylvania",0.0
2019,"Somerset, Maine",0.0
2020,"Somerset, Maryland",0.0
2021,"Somerset, New Jersey",0.0
2022,"Somerset, Pennsylvania",0.0
2023,"Somervell, Texas",0.0
2024,"Sonoma, California",0.0
2025,"Southampton, Virginia",0.0
2026,"Southeast fairbanks, Alaska",0.0
2027,"Spartanburg, South Carolina",0.0
2028,"Spencer, Indiana",0.0
2029,"Spink county, South Dakota",0.0
2030,"Spokane, Washington",0.0
2031,"Spotsylvania, Virginia",0.0
2032,"St clair, Alabama",0.0
2033,"St helena, Louisiana",0.0
2034,"St joseph, Indiana",0.0
2035,"St landry, Louisiana",0.0
2036,"St lawrence, New York",0.0
2037,"St louis, Missouri",0.0
2038,"St mary's, Maryland",0.0
2039,"St tammany, Louisiana",0.0
2040,"St. bernard, Louisiana",0.0
2041,"St. charles, Louisiana",0.0
2042,"St. charles, Missouri",0.0
2043,"St. clair county, Missouri",0.0
2044,"St. clair, Alabama",0.0
2045,"St. clair, Illinois",0.0
2046,"St. clair, Michigan",0.0
2047,"St. clair, Missouri",0.0
2048,"St. croix, Wisconsin",0.0
2049,"St. francis, Arkansas",0.0
2050,"St. francois, Missouri",0.0
2051,"St. helena, Louisiana",0.0
2052,"St. james, Louisiana",0.0
2053,"St. john the baptist parish, Louisiana",0.0
2054,"St. john the baptist, Louisiana",0.0
2055,"St. johns, Florida",0.0
2056,"St. joseph county, Indiana",0.0
2057,"St. joseph, Indiana",0.0
2058,"St. joseph, Michigan",0.0
2059,"St. landry, Louisiana",0.0
2060,"St. lawrence, New York",0.0
2061,"St. louis city, Missouri",0.0
2062,"St. louis, Minnesota",0.0
2063,"St. louis, Missouri",0.0
2064,"St. lucie, Florida",0.0
2065,"St. martin parish, Louisiana",0.0
2066,"St. martin, Louisiana",0.0
2067,"St. mary parish, Louisiana",0.0
2068,"St. mary's county, Maryland",0.0
2069,"St. mary's, Maryland",0.0
2070,"St. mary, Louisiana",0.0
2071,"St. tammany parish, Louisiana",0.0
2072,"St. tammany, Louisiana",0.0
2073,"Stafford, Virginia",0.0
2074,"Stanislaus, California",0.0
2075,"Stanly, North Carolina",0.0
2076,"Stanton, Nebraska",0.0
2077,"Stark, Illinois",0.0
2078,"Starke, Indiana",0.0
2079,"Starr, Texas",0.0
2080,"Staunton, Virginia",0.0
2081,"Ste. genevieve, Missouri",0.0
2082,"Stearns, Minnesota",0.0
2083,"Steele, Minnesota",0.0
2084,"Stephens, Texas",0.0
2085,"Stephenson, Illinois",0.0
2086,"Sterling, Texas",0.0
2087,"Steuben, Indiana",0.0
2088,"Steuben, New York",0.0
2089,"Stevens, Minnesota",0.0
2090,"Stevens, Washington",0.0
2091,"Stillwater, Montana",0.0
2092,"Stoddard, Missouri",0.0
2093,"Stokes, North Carolina",0.0
2094,"Stone, Arkansas",0.0
2095,"Stone, Missouri",0.0
2096,"Stonewall, Texas",0.0
2097,"Storey, Nevada",0.0
2098,"Strafford, New Hampshire",0.0
2099,"Stutsman, North Dakota",0.0
2100,"Sublette, Wyoming",0.0
2101,"Suffolk city, Virginia",0.0
2102,"Suffolk, Massachusetts",0.0
2103,"Suffolk, Virginia",0.0
2104,"Sullivan, Indiana",0.0
2105,"Sullivan, Missouri",0.0
2106,"Sullivan, New Hampshire",0.0
2107,"Sullivan, New York",0.0
2108,"Sullivan, Pennsylvania",0.0
2109,"Summers, West Virginia",0.0
2110,"Summit, Utah",0.0
2111,"Sumner, Kansas",0.0
2112,"Sumter, Alabama",0.0
2113,"Sumter, Florida",0.0
2114,"Sumter, South Carolina",0.0
2115,"Surry, North Carolina",0.0
2116,"Surry, Virginia",0.0
2117,"Susquehanna, Pennsylvania",0.0
2118,"Sussex, New Jersey",0.0
2119,"Sutter, California",0.0
2120,"Sutton, Texas",0.0
2121,"Suwannee, Florida",0.0
2122,"Swain, North Carolina",0.0
2123,"Sweet grass, Montana",0.0
2124,"Sweetwater county, Wyoming",0.0
2125,"Sweetwater, Wyoming",0.0
2126,"Swift county, Minnesota",0.0
2127,"Swift, Minnesota",0.0
2128,"Swisher, Texas",0.0
2129,"Switzerland, Indiana",0.0
2130,"Talbot, Maryland",0.0
2131,"Talladega, Alabama",0.0
2132,"Tallapoosa, Alabama",0.0
2133,"Taney, Missouri",0.0
2134,"Tangipahoa parish, Louisiana",0.0
2135,"Tangipahoa, Louisiana",0.0
2136,"Taos, New Mexico",0.0
2137,"Tarrant, Texas",0.0
2138,"Taylor, Florida",0.0
2139,"Taylor, Kentucky",0.0
2140,"Taylor, Texas",0.0
2141,"Taylor, West Virginia",0.0
2142,"Taylor, Wisconsin",0.0
2143,"Tazewell, Illinois",0.0
2144,"Tazewell, Virginia",0.0
2145,"Tensas, Louisiana",0.0
2146,"Terrebonne, Louisiana",0.0
2147,"Terrell, Texas",0.0
2148,"Terry, Texas",0.0
2149,"Teton, Idaho",0.0
2150,"Teton, Montana",0.0
2151,"Teton, Wyoming",0.0
2152,"Texas, Missouri",0.0
2153,"Thayer, Nebraska",0.0
2154,"Thomas, Nebraska",0.0
2155,"Throckmorton, Texas",0.0
2156,"Thurston, Nebraska",0.0
2157,"Thurston, Washington",0.0
2158,"Tillamook county, Oregon",0.0
2159,"Tillamook, Oregon",0.0
2160,"Tioga county, Pennsylvania",0.0
2161,"Tioga, New York",0.0
2162,"Tioga, Pennsylvania",0.0
2163,"Tippecanoe, Indiana",0.0
2164,"Tipton, Indiana",0.0
2165,"Titus, Texas",0.0
2166,"Todd, Kentucky",0.0
2167,"Todd, Minnesota",0.0
2168,"Todd, South Dakota",0.0
2169,"Tolland, Connecticut",0.0
2170,"Tom green, Texas",0.0
2171,"Tompkins, New York",0.0
2172,"Tooele, Utah",0.0
2173,"Toole, Montana",0.0
2174,"Torrance, New Mexico",0.0
2175,"Transylvania, North Carolina",0.0
2176,"Traverse, Minnesota",0.0
2177,"Travis, Texas",0.0
2178,"Treasure, Montana",0.0
2179,"Trempealeau, Wisconsin",0.0
2180,"Trigg, Kentucky",0.0
2181,"Trimble, Kentucky",0.0
2182,"Trinity, Texas",0.0
2183,"Tripp, South Dakota",0.0
2184,"Tucker, West Virginia",0.0
2185,"Tulare, California",0.0
2186,"Turner, South Dakota",0.0
2187,"Tuscaloosa, Alabama",0.0
2188,"Tuscola, Michigan",0.0
2189,"Twin falls, Idaho",0.0
2190,"Tyler, Texas",0.0
2191,"Tyler, West Virginia",0.0
2192,"Tyrrell, North Carolina",0.0
2193,"Uinta, Wyoming",0.0
2194,"Uintah, Utah",0.0
2195,"Ulster, New York",0.0
2196,"Umatilla, Oregon",0.0
2197,"Union parish, Louisiana",0.0
2198,"Union, Arkansas",0.0
2199,"Union, Florida",0.0
2200,"Union, Illinois",0.0
2201,"Union, Indiana",0.0
2202,"Union, Kentucky",0.0
2203,"Union, Louisiana",0.0
2204,"Union, New Mexico",0.0
2205,"Union, North Carolina",0.0
2206,"Union, Oregon",0.0
2207,"Union, Pennsylvania",0.0
2208,"Union, South Carolina",0.0
2209,"Union, South Dakota",0.0
2210,"Unknown, South Carolina",0.0
2211,"Upshur, Texas",0.0
2212,"Upshur, West Virginia",0.0
2213,"Upton, Texas",0.0
2214,"Utah, Utah",0.0
2215,"Uvalde, Texas",0.0
2216,"Val verde, Texas",0.0
2217,"Valencia, New Mexico",0.0
2218,"Valley, Idaho",0.0
2219,"Valley, Montana",0.0
2220,"Valley, Nebraska",0.0
2221,"Van buren, Arkansas",0.0
2222,"Van buren, Michigan",0.0
2223,"Van wert, Ohio",0.0
2224,"Van zandt, Texas",0.0
2225,"Vance, North Carolina",0.0
2226,"Vanderburgh, Indiana",0.0
2227,"Venango county, Pennsylvania",0.0
2228,"Venango, Pennsylvania",0.0
2229,"Ventura, California",0.0
2230,"Vermilion, Illinois",0.0
2231,"Vermilion, Louisiana",0.0
2232,"Vermillion county, Indiana",0.0
2233,"Vermillion, Indiana",0.0
2234,"Vernon, Louisiana",0.003581818181818182
2235,"Vernon, Missouri",0.0
2236,"Vernon, Wisconsin",0.0
2237,"Victoria, Texas",0.0
2238,"Vigo, Indiana",0.0
2239,"Vilas, Wisconsin",0.0
2240,"Volusia, Florida",0.0
2241,"Wabash, Illinois",0.0
2242,"Wabash, Indiana",0.0
2243,"Wabasha, Minnesota",0.0
2244,"Wabaunsee, Kansas",0.0
2245,"Wadena, Minnesota",0.0
2246,"Wahkiakum, Washington",0.0
2247,"Wake, North Carolina",0.0
2248,"Wakulla, Florida",0.0
2249,"Waldo, Maine",0.0
2250,"Walker, Alabama",0.0
2251,"Walker, Texas",0.0
2252,"Walla walla, Washington",0.0
2253,"Waller, Texas",0.0
2254,"Wallowa, Oregon",0.0
2255,"Walsh, North Dakota",0.0
2256,"Walton, Florida",0.0
2257,"Walworth, South Dakota",0.0
2258,"Walworth, Wisconsin",0.0
2259,"Ward, Texas",0.0
2260,"Warren county, Pennsylvania",0.0
2261,"Warren, Illinois",0.0
2262,"Warren, Indiana",0.0
2263,"Warren, Kentucky",0.0
2264,"Warren, Missouri",0.0
2265,"Warren, New Jersey",0.0
2266,"Warren, New York",0.0058407079646017705
2267,"Warren, North Carolina",0.0
2268,"Warren, Pennsylvania",0.0
2269,"Warren, Virginia",0.0
2270,"Warrick, Indiana",0.0
2271,"Wasatch, Utah",0.0
2272,"Wasco, Oregon",0.0
2273,"Waseca, Minnesota",0.0
2274,"Washakie, Wyoming",0.0
2275,"Washburn, Wisconsin",0.0
2276,"Washington county, Rhode Island",0.0
2277,"Washington parish, Louisiana",0.0
2278,"Washington, Alabama",0.0
2279,"Washington, Arkansas",0.0
2280,"Washington, Florida",0.0
2281,"Washington, Idaho",0.0
2282,"Washington, Illinois",0.0
2283,"Washington, Indiana",0.0
2284,"Washington, Kentucky",0.0
2285,"Washington, Louisiana",0.0
2286,"Washington, Maine",0.0
2287,"Washington, Maryland",0.0
2288,"Washington, Minnesota",0.0
2289,"Washington, Missouri",0.0
2290,"Washington, Nebraska",0.0
2291,"Washington, New York",0.0
2292,"Washington, North Carolina",0.0
2293,"Washington, Oregon",0.0
2294,"Washington, Pennsylvania",0.0
2295,"Washington, Rhode Island",0.0
2296,"Washington, Texas",0.0
2297,"Washington, Utah",0.0
2298,"Washington, Vermont",0.0
2299,"Washington, Virginia",0.0
2300,"Washington, Wisconsin",0.0
2301,"Washoe, Nevada",0.0
2302,"Washtenaw, Michigan",0.0
2303,"Watauga, North Carolina",0.0
2304,"Watonwan, Minnesota",0.0
2305,"Waukesha, Wisconsin",0.0
2306,"Waupaca, Wisconsin",0.0
2307,"Waushara, Wisconsin",0.0
2308,"Wayne, Illinois",0.0
2309,"Wayne, Indiana",0.0
2310,"Wayne, Kentucky",0.0
2311,"Wayne, Michigan",0.0
2312,"Wayne, Missouri",0.0
2313,"Wayne, Nebraska",0.0
2314,"Wayne, New York",0.0
2315,"Wayne, North Carolina",0.0
2316,"Wayne, Pennsylvania",0.0
2317,"Wayne, Utah",0.0
2318,"Wayne, West Virginia",0.0
2319,"Waynesboro city, Virginia",0.0
2320,"Webb county, Texas",0.0
2321,"Webb, Texas",0.0
2322,"Weber, Utah",0.0
2323,"Webster, Kentucky",0.0
2324,"Webster, Louisiana",0.0
2325,"Webster, Missouri",0.0
2326,"Webster, Nebraska",0.0
2327,"Webster, West Virginia",0.0
2328,"Wells, Indiana",0.0
2329,"West baton rouge, Louisiana",0.0
2330,"West carroll parish, Louisiana",0.0
